gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
CDKN2B,1,COLON,"","","","","",EFO_0000326,0.483270818307448,central nervous system cancer: A malignant neoplasm involving the central nervous system,ENSG00000147883
AP4B1,1,SPLEEN,"","","","","",MONDO_0013551,0.48325522549383,hereditary spastic paraplegia 47: Any hereditary spastic paraplegia in which the cause of the disease is a mutation in the AP4B1 gene.,ENSG00000134262
SCN1B,1,ADRNL,"","","","","",Orphanet_871,0.482507032505027,"Familial progressive cardiac conduction defect: A hereditary cardiac conduction disorder that may progress to complete atrioventricular (AV) block. The disease is either asymptomatic or manifests as dyspnea, dizziness, syncope, abdominal pain, heart failure or sudden death.",ENSG00000105711
CDH13,1,HEART,"","","","","",EFO_0004502,0.482394494243781,"adiponectin measurement: Adiponectin measurement is a measurement of the circulating hormone adiponectin in serum. Adiponectin regulated modulates glucose regulation and fatty acid catabolism. Low circulating adiponectin concentrations (hypoadiponectinemia; <4 μg/mL) are associated with a variety of diseases, including dysmetabolism (type 2 diabetes, insulin resistance, hypertension, dyslipidemia, metabolic syndrome, hyperuricemia), atherosclerosis (coronary artery disease, stroke, peripheral artery disease), sleep apnea, non-alcoholic fatty liver disease, gastritis and gastro-esophageal reflux disease, inflammatory bowel diseases, pancreatitis, osteoporosis, and cancer (endometrial cancer, postmenopausal breast cancer, leukemia, colon cancer, gastric cancer, prostate cancer). Hyperadiponectinemia is associated with cardiac, renal and pulmonary diseases.",ENSG00000140945
ADRA1B,1,HEART,"","","","","",HP_0011499,0.482127186543268,Mydriasis: Abnormal dilatation of the iris.,ENSG00000170214
CFAP45,1,COLON,"","","","","",MONDO_0030070,0.481752884279329,"heterotaxy, visceral, 9, autosomal, with male infertility: NA",ENSG00000213085
SEC31A,1,COLON,"","","","","",EFO_0010662,0.481171781240211,"neurodevelopmental disorder with spastic quadriplegia, optic atrophy, seizures, and structural brain anomalies: An autosomal recessive, congenital neurodevelopmental disorder characterized by intrauterine growth retardation, microcephaly, marked developmental delay, spastic quadriplegia with profound contractures, pseudobulbar palsy with recurrent aspirations, epilepsy, dysmorphism, neurosensory deafness, optic nerve atrophy with no eye fixation, and death in early childhood. Brain imaging shows semilobar holoprosencephaly and agenesis of corpus callosum.",ENSG00000138674
BRCA2,1,ADRNL,"","","","","",EFO_0010646,0.480915785908468,genetic non-acquired premature ovarian failure: NA,ENSG00000139618
MMP14,1,LUNG,"","","","","",Orphanet_3460,0.480604895995544,Torg-Winchester syndrome: NA,ENSG00000157227
IFNGR1,1,COLON,"","","","","",Orphanet_379,0.480430055831647,"Chronic granulomatous disease: Chronic granulomatous disease (CGD) is a rare primary immunodeficiency, mainly affecting phagocytes, which is characterized by an increased susceptibility to severe and recurrent bacterial and fungal infections, along with the development of granulomas.",ENSG00000027697
DMXL2,1,KIDNEY,"","","","","",MONDO_0014497,0.480271778187513,polyendocrine-polyneuropathy syndrome: NA,ENSG00000104093
ABCA3,1,ADRNL,"","","","","",EFO_1000644,0.480253512152114,"newborn respiratory distress syndrome: A respiratory failure that is characterized by deficiency of the surfactant coating the inner surface of the lungs, by failure of the lungs to expand and contract properly during breathing with resulting collapse, and by the accumulation of a protein-containing film lining the alveoli and their ducts.",ENSG00000167972
JAK3,1,SPLEEN,"","","","","",Orphanet_39041,0.478446144865377,"Omenn syndrome: An inflammatory condition characterized by erythroderma, desquamation, alopecia, chronic diarrhea, failure to thrive, lymphadenopathy, and hepatosplenomegaly, associated with severe combined immunodeficiency (SCID).",ENSG00000105639
MTHFD1,1,SPLEEN,"","","","","",Orphanet_823,0.477944684692649,Isolated spina bifida: A spina bifida (disease) that is not part of a larger syndrome.,ENSG00000100714
IL18R1,1,LUNG,"","","","","",EFO_0008168,0.477736291882985,interleukin 1 receptor-like 1 measurement: quantification of the amount of interleukin 1 receptor-like 1 in a sample,ENSG00000115604
BRCA2,1,ADRNL,"","","","","",EFO_1000359,0.476308921689288,Malignant Pancreatic Neoplasm: A primary or metastatic malignant tumor involving the pancreas. Representative examples include carcinoma and lymphoma. -- 2003,ENSG00000139618
PTPRC,1,SPLEEN,"","","","","",Orphanet_39041,0.474230469776321,"Omenn syndrome: An inflammatory condition characterized by erythroderma, desquamation, alopecia, chronic diarrhea, failure to thrive, lymphadenopathy, and hepatosplenomegaly, associated with severe combined immunodeficiency (SCID).",ENSG00000081237
CXCR4,1,ADRNL,"","","","","",Orphanet_42738,0.473745834066514,Severe congenital neutropenia: NA,ENSG00000121966
BRCA2,1,ADRNL,"","","","","",MONDO_0005374,0.473560639951915,"bone marrow neoplasm: Neoplasms that affect the bone marrow. Such neoplasms may arise in the bone marrow (e.g. myeloid leukemias) or may involve the bone marrow as secondary, metastatic tumors (e.g. metastatic carcinomas to the bone marrow).",ENSG00000139618
FLT4,1,LUNG,"","","","","",Orphanet_91415,0.47326753613791,Familial capillary hemangioma: NA,ENSG00000037280
JAK3,1,SPLEEN,"","","","","",EFO_0003898,0.473000617353971,ankylosing spondylitis: An autoimmune chronic inflammatory disorder characterized by inflammation in the vertebral joints of the spine and sacroiliac joints. It predominantly affects young males. Patients present with stiffness and pain in the spine.,ENSG00000105639
FLT3,1,SMLINT,"","","","","",HP_0011974,0.472311596311358,Myelofibrosis: Replacement of bone marrow by fibrous tissue.,ENSG00000122025
HR,1,HEART,"","","","","",Orphanet_444,0.471921730680556,"Marie Unna hereditary hypotrichosis: Marie Unna hereditary hypotrichosis (MUHH) is a rare autosomal dominant hair loss disorder characterized by the absence or scarcity of scalp hair, eyebrows, and eyelashes at birth; coarse and wiry hair during childhood; and progressive hair loss beginning around puberty.",ENSG00000168453
MTHFD1,1,SPLEEN,"","","","","",Orphanet_3388,0.471910459182432,Neural tube defect: A congenital defect characterized by failure of the neural tube to close completely; this results in the presence of openings in the brain or spinal cord. Examples of neural tube defects include encephalocele and spina bifida.,ENSG00000100714
ANKRD11,1,SPLEEN,"","","","","",MONDO_0032681,0.471715300748234,"encephalopathy, progressive, early-onset, with episodic rhabdomyolysis: NA",ENSG00000167522
ADRA1B,1,HEART,"","","","","",EFO_0009492,0.471604426791829,cardiac arrest: Cessation of breathing and/or cardiac function.,ENSG00000170214
CFH,1,COLON,"","","","","",EFO_0004683,0.4707704765846,"wet macular degeneration: A form of RETINAL degeneration in which abnormal CHOROIDAL NEOVASCULARIZATION occurs under the RETINA and MACULA LUTEA, causing bleeding and leaking of fluid. This leads to bulging and or lifting of the macula and the distortion or destruction of central vision.",ENSG00000000971
CARMIL2,1,SPLEEN,"","","","","",EFO_1001451,0.470572631700299,X-Linked Combined Immunodeficiency Diseases: Forms of combined immunodeficiency caused by mutations in the gene for INTERLEUKIN RECEPTOR COMMON GAMMA SUBUNIT. Both severe and non-severe subtypes of the disease have been identified.,ENSG00000159753
KCNK3,1,HEART,"","","","","",EFO_0005207,0.470187704015537,"congenital heart disease: any form of heart disease that is present at birth, including defects to the structure and function of the heart and great vessels",ENSG00000171303
ADRA1B,1,HEART,"","","","","",EFO_0009545,0.470187704015537,esophageal varices: Abnormally dilated veins of the esophagus.,ENSG00000170214
PTPRC,1,SPLEEN,"","","","","",Orphanet_169160,0.469670475079896,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta: NA,ENSG00000081237
PTPRC,1,SPLEEN,"","","","","",Orphanet_169154,0.469518328828583,"T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency: A severe combined immunodeficiency that results from defective IL7R expression causes T-B+NK+ SCID. Loss of IL-7R function leads to the loss of an antiapoptotic signal, resulting in a loss of T-cell selection in thymus.",ENSG00000081237
SGCB,1,LUNG,"","","","","",Orphanet_207063,0.468470394381581,Qualitative or quantitative defects of beta-sarcoglycan: NA,ENSG00000163069
JAK1,1,HEART,"","","","","",HP_0011974,0.467381706983424,Myelofibrosis: Replacement of bone marrow by fibrous tissue.,ENSG00000162434
MCM6,1,LIVER,"","","","","",EFO_1000062,0.466569563319129,"lactose intolerance: Inability to fully digest and absorb lactose due to limited or no lactase activity in the small intestine. Congenital intolerance is inherited following an autosomal recessive pattern but is rare. It is more often due to a gradual decline of lactase production in adulthood following the ingestion of fewer lactose-containing foods or secondary to an intestinal mucosal brush-border injury. Prevalence is highest among Asians, Native Americans and Africans. Clinical signs include abdominal cramping, bloating, flatulence and diarrhea following the dietary intake of lactose.",ENSG00000076003
MMP14,1,LUNG,"","","","","",Orphanet_371428,0.466553707433279,"Multicentric osteolysis-nodulosis-arthropathy spectrum: A rare genetic chronic skeletal disorder characterized by peripheral osteolysis (especially carpal and tarsal bones), interphalangeal joint erosions, subcutaneous fibrocollagenous nodules, facial dysmorphism, and a wide range of associated manifestations.",ENSG00000157227
IKZF1,1,SPLEEN,"","","","","",EFO_0007997,0.466304395433098,"granulocyte percentage of myeloid white cells: A calculated measurement in which the number of granulocytes is divided by the number of all myeloid white cells in a specified sample of peripheral venous blood, and the result presented as a ratio, fraction, quotient or percentage.",ENSG00000185811
ADRA1B,1,HEART,"","","","","",HP_0000020,0.466081261185707,Urinary incontinence: Loss of the ability to control the urinary bladder leading to involuntary urination.,ENSG00000170214
ADRA1B,1,HEART,"","","","","",MONDO_0100053,0.466081261185707,"anaphylaxis: An acute hypersensitivity reaction that occurs from exposure to an allergen. It results from the release of histamine and histamine-like substances from mast cells, and can present with breathing difficulty due to narrowed airways, dizziness and hypotension, skin rash, weak pulse, nausea and vomiting.",ENSG00000170214
CFH,1,COLON,"","","","","",EFO_0008097,0.465981385697731,complement factor H measurement: quantification of the amount of complement factor H in a sample,ENSG00000000971
SLIT2,1,ADRNL,"","","","","",Orphanet_2190,0.465784673352323,Congenital hydronephrosis: Congenital hydronephrosis is a renal urinary disease characterized by distension and dilation of the renal pelvis and calyces secondary to various congenital obstructive malformations of the kidneys and urinary tract that can evolve to renal atrophy.,ENSG00000145147
MTHFD1,1,SPLEEN,"","","","","",Orphanet_268357,0.465605735106013,Neural tube closure defect: A disease that has its basis in the disruption of neural tube closure.,ENSG00000100714
CD3E,1,SPLEEN,"","","","","",Orphanet_169160,0.465520321095153,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta: NA,ENSG00000198851
IL18R1,1,LUNG,"","","","","",EFO_0003780,0.465383165904636,"Behcet's syndrome: A autoimmune disease of cardiovascular system and is_a vasculitis that causes chronic inflammation in blood vessels throughout the body leading to ulcerations on the mouth and sometimes the genitals, notorious for causing hypopyon uveitis.",ENSG00000115604
KCNK3,1,HEART,"","","","","",Orphanet_275766,0.464313154793037,Idiopathic pulmonary arterial hypertension: Idiopathic pulmonary arterial hypertension (IPAH) is a sporadic form of pulmonary arterial hypertension (PAH) characterized by elevated pulmonary arterial resistance leading to right heart failure. IPAH is progressive and potentially fatal and not associated with an underlying condition or family history of PAH.,ENSG00000171303
FOXP1,1,SPLEEN,"","","","","",EFO_0008579,0.464152812738559,"risk-taking behaviour: The tendency to take risks. Risk-taking behaviour is a characteristic of several psychiatric disorders such as ADHD and bipolar disorder, as well as problem behaviours such as smoking and drug abuse.",ENSG00000114861
DIO1,1,KIDNEY,"","","","","",EFO_0009189,0.464022906717255,"Hyperthyroidism: Overactivity of the thyroid gland resulting in overproduction of thyroid hormone and increased metabolic rate. Causes include diffuse hyperplasia of the thyroid gland (Graves' disease), single nodule in the thyroid gland, and thyroiditis. The symptoms are related to the increased metabolic rate and include weight loss, fatigue, heat intolerance, excessive sweating, diarrhea, tachycardia, insomnia, muscle weakness, and tremor.",ENSG00000211452
SETX,1,SPLEEN,"","","","","",EFO_0009671,0.463822717629301,"hereditary ataxia: A hereditary disorder consisting of degeneration of the cerebellum and/or of the spine; most cases feature both to some extent, and therefore present with overlapping cerebellar and sensory ataxia, even though one is often more evident than the other. Hereditary disorders causing ataxia include autosomal dominant ones such as spinocerebellar ataxia, episodic ataxia, and dentatorubropallidoluysian atrophy, as well as autosomal recessive disorders such as Friedreich's ataxia (sensory and cerebellar, with the former predominating) and Niemann Pick disease, ataxia-telangiectasia (sensory and cerebellar, with the latter predominating), and abetalipoproteinaemia. An example of X-linked ataxic condition is the rare fragile X-associated tremor/ataxia syndrome or FXTAS.",ENSG00000107290
DPP6,1,LUNG,"","","","","",MONDO_0100234,0.463700607190945,"paroxysmal familial ventricular fibrillation: A rare, genetic, cardiac rhythm disease characterized by ventricular fibrillation in the absence of any structural or functional heart disease, or known repolarization abnormalities. The presence of J waves is associated with a higher risk of nocturnal ventricular fibrillation events and a higher risk of recurrence.",ENSG00000130226
ATP2A2,1,ADRNL,"","","","","",EFO_1000666,0.463488572323611,"acrokeratosis verruciformis: a rare genodermatosis with an autosomal dominant mode of inheritance. Acrokeratosis verruciformis is a disorder of keratinization characterized by multiple flat-topped, skin-colored keratotic lesions resembling plane warts typically observed on the dorsum of the hands and feet.",ENSG00000174437
IFNGR1,1,COLON,"","","","","",MONDO_0020590,0.463222150365438,mycobacterial infectious disease: Infection due to organisms from the genus Mycobacteria.,ENSG00000027697
IMPG2,1,HIPPOC,"","","","","",Orphanet_1243,0.463135299099587,"Best vitelliform macular dystrophy: Best vitelliform macular dystrophy (BVMD) is a genetic macular dystrophy characterized by loss of central visual acuity, metamorphopsia and a decrease in the Arden ratio secondary to an egg yolk-like lesion located in the foveal or parafoveal region.",ENSG00000081148
DOCK8,1,SPLEEN,"","","","","",Orphanet_2314,0.463098957080543,"Autosomal dominant hyper-IgE syndrome: 2000 IU/ml), recurring staphylococcal skin abscesses, and recurrent pneumonia with formation of pneumatoceles.",ENSG00000107099
GRIN2D,1,HIPPOC,"","","","","",HP_0001300,0.463078424866394,"Parkinsonism: Characteristic neurologic anomaly resulting from degeneration of dopamine-generating cells in the substantia nigra, a region of the midbrain, characterized clinically by shaking, rigidity, slowness of movement and difficulty with walking and gait.",ENSG00000105464
GABRA6,1,CORTEX,"","","","","",EFO_0003870,0.463001429063335,brain aneurysm: A congenital or acquired aneurysm within the cranium.,ENSG00000145863
FRAS1,1,KIDNEY,"","","","","",MONDO_0018470,0.462796106921843,"renal agenesis: Renal agenesis (RA) is a form of renal tract malformation characterized by the complete absence of development of one or both kidneys (unilateral RA or bilateral RA respectively), accompanied by absent ureter(s).",ENSG00000138759
MYLK,1,LUNG,"","","","","",Orphanet_2241,0.46247443556684,"Megacystis-microcolon-intestinal hypoperistalsis syndrome: Megacystis microcolon intestinal hypoperistalsis syndrome (MMIHS) is a rare congenital disease characterized by massive abdominal distension caused by a largely dilated non-obstructed urinary bladder, microcolon and decreased or absent intestinal peristalsis.",ENSG00000065534
PGA5,1,COLON,"","","","","",EFO_0003948,0.462344398210562,"gastroesophageal reflux disease: Retrograde flow of gastric juice (GASTRIC ACID) and/or duodenal contents (BILE ACIDS; PANCREATIC JUICE) into the distal ESOPHAGUS, commonly due to incompetence of the LOWER ESOPHAGEAL SPHINCTER.",ENSG00000256713
XDH,1,LUNG,"","","","","",Orphanet_976,0.462344398210562,"Adenine phosphoribosyltransferase deficiency: Adenine phosphoribosyltransferase (APRT) deficiency is a rare autosomal recessive (AR) disorder characterized by the formation and hyperexcretion of 2,8-dihydroxyadenine (2,8-DHA) in urine, causing urolithiasis and crystalline nephropathy.",ENSG00000158125
C2,1,SPLEEN,"","","","","",MONDO_0004670,0.462344398210562,"lupus erythematosus: An autoimmune, connective tissue chronic inflammatory disorder affecting the skin, joints, kidneys, lungs, heart, and the peripheral blood cells. It is more commonly seen in women than men. Variants include discoid and systemic lupus erythematosus.",ENSG00000166278
AMPD2,1,ADRNL,"","","","","",Orphanet_401805,0.46213907606907,"Autosomal recessive spastic paraplegia type 63: An extremely rare and complex form of hereditary spastic paraplegia characterized by an onset in infancy of spastic paraplegia (presenting with delayed walking and a scissors gait) associated with short stature, and normal cognition. Periventricular deep white matter changes in the corpus callosum are noted on brain imaging. SPG63 is caused by a homozygous mutation in the AMPD2 gene (1p13.3) encoding AMP deaminase 2.",ENSG00000116337
GSDMD,1,ADRNL,"","","","","",EFO_0009557,0.461974818355877,mitral valve disease: A disease involving the mitral valve.,ENSG00000104518
SLC18A2,1,ADRNL,"","","","","",EFO_0005924,0.461974818355877,binge eating: binge eating with or without purging,ENSG00000165646
PLAA,1,ADRNL,"","","","","",Orphanet_2523,0.461974818355877,"Microcephaly - brain defect - spasticity - hypernatremia: Microcephaly-brain defect-spasticity-hypernatremia syndrome is a rare congenital genetic syndrome with a central nervous system malformation as a major feature characterized by microcephaly, hypertonia, developmental delay and cognitive impairment, swallowing difficulty, hypernatremia, and hypoplasia of the frontal parts and fusion of the lateral ventricles on brain MRI. Only one familial case with three affected siblings reported and there have been no further descriptions in the literature since 1986.",ENSG00000137055
PDE5A,1,ADRNL,"","","","","",EFO_1000954,0.461974818355877,habitual abortion: Three or more consecutive spontaneous abortions.,ENSG00000138735
DGAT1,1,ADRNL,"","","","","",Orphanet_329242,0.461974818355877,"Congenital chronic diarrhea with protein-losing enteropathy: Congenital chronic diarrhea with protein-losing enteropathy is a rare, genetic, intestinal disease characterized by early-onset, chronic, non-infectious, non-bloody, watery diarrhea associated with protein-losing enteropathy which results in hypoalbuminemia, hypogammaglobulinemia and elevated stool alpha-1-antitrypsin. Patients typically present severe, intractable diarrhea, failure to thrive, recurrent infections and edema.",ENSG00000185000
SRSF2,1,COLON,"","","","","",MONDO_0044881,0.461974818355877,"hematopoietic and lymphoid cell neoplasm: A neoplasm arising from hematopoietic cells found in the bone marrow, peripheral blood, lymph nodes and spleen (organs of the hematopoietic system). Hematopoietic cell neoplasms can also involve other anatomic sites (e.g. central nervous system, gastrointestinal tract), either by metastasis, direct tumor infiltration, or neoplastic transformation of extranodal lymphoid tissues. The commonest forms are the various types of leukemia, Hodgkin and non-Hodgkin lymphomas, myeloproliferative neoplasms, and myelodysplastic syndromes.",ENSG00000161547
SLC39A7,1,COLON,"","","","","",MONDO_0002211,0.461974818355877,B cell deficiency: A broad classification of disorders where circulating numbers of B lymphocytes are decreased or ineffective. Complement components and the production of antibodies may also be deficient.,ENSG00000112473
SEC61A1,1,COLON,"","","","","",MONDO_0100337,0.461974818355877,"SEC61A1 deficiency: Any Mendelian disease in which the cause of the disease is a mutation in the SEC61A1 gene. It is characterized by variable presentation of phenotypes in patients, including autosomal dominant tubulointerstitial kidney disease, primary antibody deficiency, and severe congenital neutropenia.",ENSG00000058262
PGA5,1,COLON,"","","","","",HP_0004398,0.461974818355877,Peptic ulcer: An ulcer of the gastrointestinal tract.,ENSG00000256713
CNR1,1,COLON,"","","","","",HP_0002018,0.461974818355877,Nausea: A sensation of unease in the stomach together with an urge to vomit.,ENSG00000118432
HDAC5,1,COLON,"","","","","",MONDO_0015760,0.461974818355877,T-cell non-Hodgkin lymphoma: A non-Hodgkin lymphoma of T-cell lineage. It includes the T lymphoblastic lymphoma and the mature T- and NK-cell lymphomas. -- 2003,ENSG00000108840
LRP1,1,COLON,"","","","","",Orphanet_2340,0.461974818355877,"Keratosis follicularis spinulosa decalvans: Keratosis follicularis spinulosa decalvans is a rare genodermatosis occurring during infancy or childhood, predominantly affecting males, and characterized by diffuse follicular hyperkeratosis associated with progressive cicatricial alopecia of the scalp, eyebrows and eyelashes. Additional findings can include photophobia, corneal dystrophy, facial erythema, and/or palmoplantar keratoderma.",ENSG00000123384
LRP1,1,COLON,"","","","","",Orphanet_79100,0.461974818355877,Atrophoderma vermiculata: NA,ENSG00000123384
KLHL24,1,COLON,"","","","","",MONDO_0015006,0.461974818355877,"epidermolysis bullosa simplex 6, generalized, with scarring and hair loss: NA",ENSG00000114796
GABRA6,1,CORTEX,"","","","","",EFO_0003832,0.461974818355877,"gallbladder disease: Diseases of the GALLBLADDER. They generally involve the impairment of BILE flow, GALLSTONES in the BILIARY TRACT, infections, neoplasms, or other diseases.",ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0003833,0.461974818355877,brain neoplasm: A neoplasm (disease) that involves the brain.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0003839,0.461974818355877,retinopathy: Any disease or disorder of the retina.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0004278,0.461974818355877,sudden cardiac arrest: An unexpected natural death from a cardiac cause within a short time period from the onset of symptoms.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0005109,0.461974818355877,energy expenditure: energy expenditure is generally considered to be the sum of internal heat produced and external work through physical activity,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0006788,0.461974818355877,anxiety disorder: A category of psychiatric disorders which are characterized by anxious feelings or fear often accompanied by physical symptoms associated with anxiety.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0009549,0.461974818355877,female reproductive system disease: A disease involving the female reproductive system.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_0009659,0.461974818355877,aneurysm: Bulging or ballooning in an area of an artery secondary to arterial wall weakening. [ NCI ],ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_1001311,0.461974818355877,End Stage Liver Disease: Final stage of a liver disease when the liver failure is irreversible and LIVER TRANSPLANTATION is needed.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_1001801,0.461974818355877,intracranial subdural hematoma: Accumulation of blood in the SUBDURAL SPACE over the CEREBRAL HEMISPHERE.,ENSG00000145863
GABRA6,1,CORTEX,"","","","","",EFO_1001917,0.461974818355877,"social anxiety disorder: Social anxiety disorder (SAD), also known as social phobia, is an anxiety disorder characterized by a significant amount of fear in one or more social situations causing considerable distress and impaired ability to function in at least some parts of daily life.",ENSG00000145863
GABRA6,1,CORTEX,"","","","","",MONDO_0004379,0.461974818355877,female breast carcinoma: A carcinoma that arises from the breast in females. It is the most common malignant tumor that affects females.,ENSG00000145863
MYPN,1,HEART,"","","","","",MONDO_0015023,0.461974818355877,"MYPN-related myopathy: Congenital myopathy caused by pathogenic mutations in MYPN that lead to a wide spectrum of phenotypes. Patients with mutations in this gene often experience muscle weakness, facial weakness, and sometimes cardiac and respiratory issues. Histological findings on skeletal muscle biopsy are variable with nemaline bodies and cap-like lesions.",ENSG00000138347
KCNK3,1,HEART,"","","","","",EFO_0002615,0.461974818355877,"internal carotid artery stenosis: Carotid stenosis is a narrowing or constriction of the inner surface (lumen) of the carotid artery, usually caused by atherosclerosis. The internal carotid artery supplies the brain. Plaque often builds up at that division, and causes a narrowing (stenosis). Pieces of plaque can break off and block the small arteries above in the brain, which causes a stroke. Plaque can also build up at the origin of the carotid artery at the aorta.",ENSG00000171303
KCNK3,1,HEART,"","","","","",EFO_0003818,0.461974818355877,lung disease: Pathological processes involving any part of the LUNG.,ENSG00000171303
KCNK3,1,HEART,"","","","","",EFO_0003917,0.461974818355877,"premature birth: CHILDBIRTH before 37 weeks of PREGNANCY (259 days from the first day of the mother's last menstrual period, or 245 days after FERTILIZATION).",ENSG00000171303
KCNK3,1,HEART,"","","","","",EFO_0004278,0.461974818355877,sudden cardiac arrest: An unexpected natural death from a cardiac cause within a short time period from the onset of symptoms.,ENSG00000171303
KCNK3,1,HEART,"","","","","",HP_0002104,0.461974818355877,Apnea: Lack of breathing with no movement of the respiratory muscles and no exchange of air in the lungs. This term refers to a disposition to have recurrent episodes of apnea rather than to a single event.,ENSG00000171303
RNF13,1,HEART,"","","","","",HP_0003808,0.461974818355877,Abnormal muscle tone: NA,ENSG00000082996
RNF13,1,HEART,"","","","","",HP_0100704,0.461974818355877,Cerebral visual impairment: A form of loss of vision caused by damage to the visual cortex rather than a defect in the eye.,ENSG00000082996
ADRA1B,1,HEART,"","","","","",EFO_0002497,0.461974818355877,acute hypotension: Acute form of hypotension (disease).,ENSG00000170214
ADRA1B,1,HEART,"","","","","",EFO_0003833,0.461974818355877,brain neoplasm: A neoplasm (disease) that involves the brain.,ENSG00000170214
ADRA1B,1,HEART,"","","","","",EFO_0005758,0.461974818355877,"cycloplegia: Cycloplegia is paralysis of the ciliary muscle of the eye, resulting in a loss of accommodation.",ENSG00000170214
ADRA1B,1,HEART,"","","","","",EFO_0007450,0.461974818355877,"poliomyelitis: An acute infectious disorder that affects the nervous system. It is caused by the poliovirus. The virus spreads by direct contact, and can be prevented by prophylaxis with the polio vaccine.",ENSG00000170214
ADRA1B,1,HEART,"","","","","",EFO_0600064,0.461974818355877,serum lipopolysaccharide activity: Quantification of lipopolysaccharide activity in serum.,ENSG00000170214
ADRA1B,1,HEART,"","","","","",EFO_1000391,0.461974818355877,Nasal Cavity Polyp: A soft and painless polypoid mass that arises from the mucosa in the nasal cavity. It is usually the result of an inflammatory process. It may recur following surgical resection.,ENSG00000170214
ADRA1B,1,HEART,"","","","","",HP_0001662,0.461974818355877,"Bradycardia: A slower than normal heart rate (in adults, slower than 60 beats per minute).",ENSG00000170214
ADRA1B,1,HEART,"","","","","",MONDO_0000728,0.461974818355877,ptosis: The drooping of the upper eyelid.,ENSG00000170214
GRIN2D,1,HIPPOC,"","","","","",EFO_0003819,0.461974818355877,"dental caries: The decay of a tooth, in which it becomes softened, discolored, and/or porous.",ENSG00000105464
GRIN2D,1,HIPPOC,"","","","","",EFO_0009658,0.461974818355877,adverse effect: An undesired harmful effect resulting from a medication or other intervention such as surgery.,ENSG00000105464
GRIN2D,1,HIPPOC,"","","","","",EFO_0020000,0.461974818355877,"developmental and epileptic encephalopathy 94: Developmental and epileptic encephalopathy-94 (DEE94) is a severe form of epilepsy characterized by onset of multiple seizure types in the first few years of life and associated with poor prognosis. Affected individuals have cognitive regression and impaired intellectual development (summary by Carvill et al., 2013).",ENSG00000105464
GRIN2D,1,HIPPOC,"","","","","",HP_0030680,0.461974818355877,Abnormality of cardiovascular system morphology: Any structural anomaly of the heart and great vessels.,ENSG00000105464
EIF3F,1,KIDNEY,"","","","","",HP_0000708,0.461974818355877,"Behavioral abnormality: An abnormality of mental functioning including various affective, behavioural, cognitive and perceptual abnormalities.",ENSG00000175390
BTD,1,LIVER,"","","","","",EFO_0005596,0.461974818355877,vitamin metabolic disorder: An inherited metabolic disorder resulting from a deficiency in vitamin or vitamin cofactor transport or metabolism.,ENSG00000169814
MALT1,1,LUNG,"","","","","",Orphanet_397964,0.461974818355877,"Combined immunodeficiency due to MALT1 deficiency: Combined immunodeficiency due to MALT1 deficiency is a rare, genetic form of primary immunodeficiency characterized by growth retardation, early recurrent pulmonary infections leading to bronchiectasis, inflammatory gastrointestinal disease, and other symptoms, such as rash, dermatitis, skin infections.",ENSG00000172175
CSF2RA,1,LUNG,"","","","","",GO_0002524,0.461974818355877,hypersensitivity: NA,ENSG00000198223
THBD,1,SMLINT,"","","","","",MONDO_0100240,0.461974818355877,inherited thrombophilia: An instance of thrombophilia that is inherited.,ENSG00000178726
PTPRC,1,SPLEEN,"","","","","",Orphanet_317416,0.461974818355877,"T-B+ severe combined immunodeficiency: T-B+ severe combined immunodeficiency (SCID) is a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes with presence of B lymphocytes, resulting in early-onset severe respiratory viral, bacterial or fungal infections, diarrhea and failure to thrive.",ENSG00000081237
CD247,1,SPLEEN,"","","","","",Orphanet_317416,0.461974818355877,"T-B+ severe combined immunodeficiency: T-B+ severe combined immunodeficiency (SCID) is a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes with presence of B lymphocytes, resulting in early-onset severe respiratory viral, bacterial or fungal infections, diarrhea and failure to thrive.",ENSG00000198821
CD3E,1,SPLEEN,"","","","","",Orphanet_317416,0.461974818355877,"T-B+ severe combined immunodeficiency: T-B+ severe combined immunodeficiency (SCID) is a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes with presence of B lymphocytes, resulting in early-onset severe respiratory viral, bacterial or fungal infections, diarrhea and failure to thrive.",ENSG00000198851
