rat_ensembl_gene,ome,tissue,node,rat_gene_symbol,human_gene_symbol,human_ensembl_gene,chr,gene_start,gene_end,male.logFC,male.phenotypic_expression_Z,male.genetic_expression_Z,female.logFC,female.phenotypic_expression_Z,female.genetic_expression_Z,num_twas_hits,twas_hits
ENSRNOG00000018184,TRNSCRPT,SPLEEN,8w_F1_M1,Tpm1,TPM1,ENSG00000140416,chr15,63042632,63071915,0.310550323846379,0.542248664923654,,0.190613619923177,0.264290670006398,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000018358,TRNSCRPT,SPLEEN,8w_F1_M1,Nt5dc2,NT5DC2,ENSG00000168268,chr3,52524496,52535054,0.494140445457939,0.848302868350417,,0.419476328562647,0.570596050299981,,10,"ADIPOGen_Adiponectin, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, GIANT_HEIGHT, pgc.scz2, UKB_20016_Fluid_intelligence_score, UKB_20127_Neuroticism_score, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000018382,TRNSCRPT,SPLEEN,8w_F-1_M-1,Inpp4b,INPP4B,ENSG00000109452,chr4,142023160,142847432,-0.230351143701485,-0.400573545382127,,-0.118637595893068,-0.163590084568898,,0,""
ENSRNOG00000018584,TRNSCRPT,SPLEEN,8w_F1_M1,Ptma,PTMA,ENSG00000187514,chr2,231706895,231713541,0.208579180056202,0.375693960984252,,0.151394185861181,0.213537135689146,,0,""
ENSRNOG00000018642,TRNSCRPT,SPLEEN,8w_F-1_M-1,Leng8,LENG8,ENSG00000167615,chr19,54449046,54461795,-0.214187929303542,-0.385977030131965,,-0.0455285715336192,-0.0642365110250174,,0,""
ENSRNOG00000018659,TRNSCRPT,SPLEEN,8w_F1_M1,Csf1,CSF1,ENSG00000184371,chr1,109910242,109930992,0.217686325296241,0.377544709856,,0.112528878644648,0.155059131063079,,0,""
ENSRNOG00000018666,TRNSCRPT,SPLEEN,8w_F-1_M-1,Gpsm1,GPSM1,ENSG00000160360,chr9,136327476,136359479,-0.125988845545489,-0.217051727078801,,-0.258544899018772,-0.356814111576905,,14,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, GIANT_HEIGHT, IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease, IBD.EUR.Ulcerative_Colitis, UKB_1807_Fathers_age_at_death, UKB_20022_Birth_weight, UKB_2395_2_Hair_or_balding_pattern_Pattern_2, UKB_50_Standing_height, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000018669,TRNSCRPT,SPLEEN,8w_F-1_M-1,Jak3,JAK3,ENSG00000105639,chr19,17824786,17848032,-0.221497248107836,-0.393508221644755,,-0.125455435213402,-0.175263837361125,,0,""
ENSRNOG00000018686,TRNSCRPT,SPLEEN,8w_F-1_M-1,Atxn2l,ATXN2L,ENSG00000168488,chr16,28824138,28837237,-0.133271594839331,-0.240228890515174,,-0.113313431899555,-0.159442517225921,,0,""
ENSRNOG00000018804,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ripor2,RIPOR2,ENSG00000111913,chr6,24804282,24936052,-0.294552291720132,-0.520979229230216,,-0.133419153338189,-0.186285615225094,,0,""
ENSRNOG00000018823,TRNSCRPT,SPLEEN,8w_F-1_M-1,Nisch,NISCH,ENSG00000010322,chr3,52455118,52493071,-0.118573413480236,-0.212647215859723,,-0.0374638115161954,-0.0528281568022877,,4,"Astle_et_al_2016_Reticulocyte_count, GIANT_WHR_Combined_EUR, GLGC_Mc_HDL, GLGC_Mc_TG"
ENSRNOG00000018825,TRNSCRPT,SPLEEN,8w_F-1_M-1,Dcaf11,DCAF11,ENSG00000100897,chr14,24114195,24125242,-0.140236737397358,-0.252835545616494,,-0.0739213910148116,-0.104158595256552,,0,""
ENSRNOG00000018915,TRNSCRPT,SPLEEN,8w_F-1_M-1,Tagap,TAGAP,ENSG00000164691,chr6,159034468,159045152,-0.236666303006095,-0.41578607185821,,-0.230243702843987,-0.319563274702569,,0,""
ENSRNOG00000018952,TRNSCRPT,SPLEEN,8w_F1_M1,Sema3g,SEMA3G,ENSG00000010319,chr3,52433053,52445085,0.260641790792491,0.435459087565578,,0.0573265370595606,0.0770316941977881,,1,UKB_50_Standing_height
ENSRNOG00000019057,TRNSCRPT,SPLEEN,8w_F-1_M-1,Prkcq,PRKCQ,ENSG00000065675,chr10,6427143,6580301,-0.359597322702948,-0.641482870807419,,-0.172562160311133,-0.241189536727762,,5,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, UKB_20002_1111_self_reported_asthma, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000019069,TRNSCRPT,SPLEEN,8w_F-1_M-1,Nxf1,NXF1,ENSG00000162231,chr11,62792123,62806302,-0.147056592825475,-0.263194679721818,,-0.0817939910336083,-0.114686050896186,,0,""
ENSRNOG00000019145,TRNSCRPT,SPLEEN,8w_F-1_M-1,Kdm2a,KDM2A,ENSG00000173120,chr11,67119269,67258087,-0.136446875998848,-0.246253706505497,,-0.0698381833611268,-0.0986967883115474,,2,"UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000019177,TRNSCRPT,SPLEEN,8w_F-1_M-1,Psd2,PSD2,ENSG00000146005,chr5,139795821,139844466,-1.2645434942508,-2.08505331256985,,-0.456299871196835,-0.607589434034661,,0,""
ENSRNOG00000019183,TRNSCRPT,SPLEEN,8w_F1_M1,Alox15,ALOX15,ENSG00000161905,chr17,4630902,4642294,0.363983008122863,0.561178179209475,,0.759138838299672,0.999089552983371,,3,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts"
ENSRNOG00000019330,TRNSCRPT,SPLEEN,8w_F1_M1,Procr,PROCR,ENSG00000101000,chr20,35172073,35216240,0.254041652129957,0.419683693770272,0.434075060463352,0.10073047667836,0.132483147773348,0.13702612523128,0,""
ENSRNOG00000019336,TRNSCRPT,SPLEEN,8w_F-1_M-1,Gata3,GATA3,ENSG00000107485,chr10,8053604,8075198,-0.507182971278709,-0.896099822202791,,-0.163786942620183,-0.227961646382047,,0,""
ENSRNOG00000019342,TRNSCRPT,SPLEEN,8w_F1_M1,Sult1a1,SULT1A1,ENSG00000196502,chr16,28605196,28623625,0.183966817494586,0.285751142969147,,0.17065973986735,0.219795870099396,,4,"GIANT_HIP_Combined_EUR, UKB_20016_Fluid_intelligence_score, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000019374,TRNSCRPT,SPLEEN,8w_F-1_M-1,Csk,CSK,ENSG00000103653,chr15,74782057,74803198,-0.101470540746909,-0.182916810712476,,-0.0575697768404391,-0.0811349675875897,,10,"Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Red_blood_cell_count, GIANT_WC_Combined_EUR, ICBP_DiastolicPressure, ICBP_SystolicPressure, UKB_1807_Fathers_age_at_death, UKB_20002_1065_self_reported_hypertension, UKB_21001_Body_mass_index_BMI, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000019455,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ap4b1,AP4B1,ENSG00000134262,chr1,113894748,113905140,-0.232494542692144,-0.417439512777962,,-0.0821656554998165,-0.115725414116581,,0,""
ENSRNOG00000019485,TRNSCRPT,SPLEEN,8w_F1_M1,Bckdk,BCKDK,ENSG00000103507,chr16,31106107,31112791,0.200737777280213,0.360454699135076,,0.145251611493434,0.205067547897752,,15,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_White_blood_cell_count, GIANT_2015_BMI_EUR, GIANT_2017_BMI_Active_EUR, GIANT_HIP_Combined_EUR, GIANT_WC_Combined_EUR, GLGC_Mc_LDL, GLGC_Mc_TG, UKB_20002_1065_self_reported_hypertension, UKB_20002_1473_self_reported_high_cholesterol, UKB_20127_Neuroticism_score, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000019497,TRNSCRPT,SPLEEN,8w_F1_M1,Mrpl17,MRPL17,ENSG00000158042,chr11,6680782,6683401,0.123839584994856,0.222155519916699,,0.0508325416564461,0.0714766027369362,,0,""
ENSRNOG00000019560,TRNSCRPT,SPLEEN,8w_F-1_M-1,Pde2a,PDE2A,ENSG00000186642,chr11,72576141,72674591,-0.372860036751282,-0.650846907088353,,-0.097240434343478,-0.134487125100282,,0,""
ENSRNOG00000019620,TRNSCRPT,SPLEEN,8w_F1_M1,Pmf1,PMF1,ENSG00000160783,chr1,156212993,156240042,0.25471047089242,0.4585044065792,,0.294967797969189,0.41602815856869,,0,""
ENSRNOG00000019660,TRNSCRPT,SPLEEN,8w_F-1_M-1,Spib,SPIB,ENSG00000269404,chr19,50418938,50431313,-0.213504317903689,-0.366124121666352,,-0.149552749064227,-0.201921497471526,,0,""
ENSRNOG00000019677,TRNSCRPT,SPLEEN,8w_F-1_M-1,Arid3b,ARID3B,ENSG00000179361,chr15,74541177,74598131,-0.270721909785486,-0.486572830173406,,-0.0974428092197373,-0.137008986618588,,0,""
ENSRNOG00000019890,TRNSCRPT,SPLEEN,8w_F1_M1,Folr2,FOLR2,ENSG00000165457,chr11,72216601,72221950,0.796967123391525,1.27549919436736,,0.29644569161139,0.39434929263344,,0,""
ENSRNOG00000020102,TRNSCRPT,SPLEEN,8w_F1_M1,Sirt2,SIRT2,ENSG00000068903,chr19,38878555,38899862,0.0568011731388268,0.102501221253246,,0.211202701652313,0.297891925990224,,1,UKB_50_Standing_height
ENSRNOG00000020106,TRNSCRPT,SPLEEN,8w_F-1_M-1,Tnfrsf4,TNFRSF4,ENSG00000186827,chr1,1211326,1214132,-0.791956019148035,-1.36371733557386,,-0.231172281887258,-0.316272821423635,,0,""
ENSRNOG00000020130,TRNSCRPT,SPLEEN,8w_F-1_M-1,Arhgef1,ARHGEF1,ENSG00000076928,chr19,41883161,41930150,-0.304293790695152,-0.54906810479899,,-0.0639416511444035,-0.0902374074488895,,0,""
ENSRNOG00000020246,TRNSCRPT,SPLEEN,8w_F1_M1,Myl9,MYL9,ENSG00000101335,chr20,36541484,36551447,0.227918844447997,0.394792404585417,,0.10953950040421,0.150105922798119,,0,""
ENSRNOG00000020309,TRNSCRPT,SPLEEN,8w_F-1_M-1,Gfra3,GFRA3,ENSG00000146013,chr5,138252379,138274671,-0.511019791951832,-0.851175925037788,,-0.180584566960235,-0.241499873964927,,0,""
ENSRNOG00000020384,TRNSCRPT,SPLEEN,8w_F-1_M-1,Fam13b,FAM13B,ENSG00000031003,chr5,137937960,138051961,-0.129044872542094,-0.232335806244619,,-0.0508699930621428,-0.0717559231397568,,0,""
ENSRNOG00000020388,TRNSCRPT,SPLEEN,8w_F-1_M-1,Inpp5f,INPP5F,ENSG00000198825,chr10,119726097,119829278,-0.28511277532573,-0.505556549215172,,-0.0652327127242257,-0.0896812353853155,,0,""
ENSRNOG00000020518,TRNSCRPT,SPLEEN,8w_F-1_M-1,Fam189b,FAM189B,ENSG00000160767,chr1,155247205,155255483,-0.429524109926034,-0.770856321549459,,-0.190111013864615,-0.267297474084615,,4,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, IBD.EUR.Crohns_Disease, IBD.EUR.Inflammatory_Bowel_Disease"
ENSRNOG00000020551,TRNSCRPT,SPLEEN,8w_F1_M1,Bles03,C11orf68,ENSG00000175573,chr11,65916808,65919117,0.0582745469349907,0.104922721429906,,0.131897565592796,0.185828051571133,,0,""
ENSRNOG00000020578,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ceacam1,CEACAM1,ENSG00000079385,chr19,42507304,42561234,-0.304124684389629,-0.491090749930482,,-0.0853093415562013,-0.112624888651562,,5,"Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000020602,TRNSCRPT,SPLEEN,8w_F1_M1,Ndufa13,NDUFA13,ENSG00000186010,chr19,19515736,19529054,0.115223299291245,0.207863145931989,,0.195637040140746,0.276176290085192,,0,""
ENSRNOG00000020616,TRNSCRPT,SPLEEN,8w_F1_M1,Yif1b,YIF1B,ENSG00000167645,chr19,38305104,38317273,0.202766132984395,0.363247864791952,,0.171590962702179,0.241205223434856,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000020699,TRNSCRPT,SPLEEN,8w_F-1_M-1,Cd37,CD37,ENSG00000104894,chr19,49335171,49340594,-0.280118298932353,-0.497446347254462,,-0.065951446437663,-0.0923375590839122,,4,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, IMMUNOBASE_Multiple_sclerosis_hg19"
ENSRNOG00000020702,TRNSCRPT,SPLEEN,8w_F-1_M-1,Cyb561a3,CYB561A3,ENSG00000162144,chr11,61349243,61362000,-0.177447003887278,-0.317615470729315,,-0.0633492445741007,-0.08908118914698,,0,""
ENSRNOG00000020774,TRNSCRPT,SPLEEN,8w_F-1_M-1,Zfp420,ZNF420,ENSG00000197050,chr19,37007857,37130314,-1.17577498521842,-2.09953521573189,,-0.302584609804939,-0.423393331953761,,8,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, GIANT_HEIGHT, UKB_1200_Sleeplessness_or_insomnia, UKB_20127_Neuroticism_score, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000020807,TRNSCRPT,SPLEEN,8w_F1_M1,Wdr62,WDR62,ENSG00000075702,chr19,36054881,36105106,0.28846854716533,0.505175805790502,,0.30205602361378,0.415969311347899,,0,""
ENSRNOG00000020872,TRNSCRPT,SPLEEN,8w_F-1_M-1,Cd5,CD5,ENSG00000110448,chr11,61102395,61127852,-0.412069548582002,-0.701861670327354,,-0.247559562795761,-0.33999238035821,,0,""
ENSRNOG00000020879,TRNSCRPT,SPLEEN,8w_F1_M1,Nags,NAGS,ENSG00000161653,chr17,44004546,44009060,0.347558058125995,0.570157505847552,0.570158076005913,0.76109893437645,1.01785428024757,1.01785529810337,1,GIANT_HEIGHT
ENSRNOG00000020884,TRNSCRPT,SPLEEN,8w_F-1_M-1,Cd6,CD6,ENSG00000013725,chr11,60971680,61020377,-0.348482597208025,-0.609255560385997,,-0.143843437505876,-0.19920811295269,,2,"IMMUNOBASE_Multiple_sclerosis_hg19, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000020994,TRNSCRPT,SPLEEN,8w_F1_M1,Slc25a39,SLC25A39,ENSG00000013306,chr17,44319625,44324870,0.130878009092476,0.230415418477768,,0.345926513243014,0.481930226443246,,1,UKB_50_Standing_height
ENSRNOG00000021061,TRNSCRPT,SPLEEN,8w_F-1_M-1,Map4k2,MAP4K2,ENSG00000168067,chr11,64784914,64803241,-0.265929498874976,-0.472434033486026,,-0.0844393176385439,-0.11820180865737,,0,""
ENSRNOG00000021106,TRNSCRPT,SPLEEN,8w_F-1_M-1,Gramd1a,GRAMD1A,ENSG00000089351,chr19,34994784,35026471,-0.2316592306307,-0.413837607345206,,-0.0854953370823559,-0.119937288670554,,0,""
ENSRNOG00000021184,TRNSCRPT,SPLEEN,8w_F-1_M-1,Mark2,MARK2,ENSG00000072518,chr11,63838928,63911019,-0.13146084601118,-0.237219661911247,,-0.0803097890049446,-0.113450721399588,,1,UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack
ENSRNOG00000021234,TRNSCRPT,SPLEEN,8w_F-1_M-1,Slc4a11,SLC4A11,ENSG00000088836,chr20,3227417,3239190,-0.326985164626531,-0.543383886185381,,-0.153449328345038,-0.204760243377631,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, UKB_50_Standing_height"
ENSRNOG00000021510,TRNSCRPT,SPLEEN,8w_F-1_M-1,Tbc1d10c,TBC1D10C,ENSG00000175463,chr11,67403915,67410089,-0.28677133843694,-0.515505784948776,,-0.142318242488895,-0.200132519931575,,3,"Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, UKB_50_Standing_height"
ENSRNOG00000021614,TRNSCRPT,SPLEEN,8w_F-1_M-1,Kmt2e,KMT2E,ENSG00000005483,chr7,105014322,105114361,-0.104460459650502,-0.187746414119667,,-0.124679524419091,-0.175502574189918,,5,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts"
ENSRNOG00000021919,TRNSCRPT,SPLEEN,8w_F1_M1,Rhoj,RHOJ,ENSG00000126785,chr14,63204114,63293219,0.272756092258386,0.481868404243677,,0.18168921201238,0.25268108162037,,0,""
ENSRNOG00000022039,TRNSCRPT,SPLEEN,8w_F-1_M-1,Zbtb40,ZBTB40,ENSG00000184677,chr1,22451851,22531157,-0.301999651678772,-0.540014113276191,,-0.0732100426665647,-0.102638598713775,,0,""
ENSRNOG00000022261,TRNSCRPT,SPLEEN,8w_F1_M1,Cenpu,CENPU,ENSG00000151725,chr4,184694964,184734133,0.497054480313844,0.831542647033545,,0.46049106936976,0.614962812138878,,1,UKB_20022_Birth_weight
ENSRNOG00000022414,TRNSCRPT,SPLEEN,8w_F-1_M-1,Zfp142,ZNF142,ENSG00000115568,chr2,218637916,218659655,-0.163772068548391,-0.295281837904109,,-0.0629674912321671,-0.0888201702330978,,13,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000022523,TRNSCRPT,SPLEEN,8w_F1_M1,Fkbp5,FKBP5,ENSG00000096060,chr6,35573585,35728583,0.177790958857862,0.295964130140231,,0.247601079251216,0.335996958637797,,6,"Astle_et_al_2016_Lymphocyte_counts, GIANT_HEIGHT, UKB_20022_Birth_weight, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000022753,TRNSCRPT,SPLEEN,8w_F-1_M-1,Mast3,MAST3,ENSG00000099308,chr19,18097793,18151692,-0.220906735644836,-0.39555432555305,,-0.0955838542093152,-0.134276894217833,,2,"UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000022943,TRNSCRPT,SPLEEN,8w_F-1_M-1,Dgka,DGKA,ENSG00000065357,chr12,55927614,55954027,-0.378138583978661,-0.67773295964939,,-0.11483106618244,-0.161160764270704,,0,""
ENSRNOG00000023257,TRNSCRPT,SPLEEN,8w_F1_M1,Adamts9,ADAMTS9,ENSG00000163638,chr3,64515654,64688000,0.15416285116813,0.252788944322571,,0.261920363541987,0.34605931033288,,0,""
ENSRNOG00000023786,TRNSCRPT,SPLEEN,8w_F1_M1,Ybx1,YBX1,ENSG00000065978,chr1,42682427,42702349,0.12699357385824,0.22741956693219,,0.0532976616773011,0.0748735422847971,,0,""
ENSRNOG00000024056,TRNSCRPT,SPLEEN,8w_F-1_M-1,Zfp17,ZNF585B,ENSG00000245680,chr19,37181579,37217925,-0.365311474493124,-0.657162775577443,,-0.103827327549902,-0.145807580812046,,2,"GIANT_2017_BMI_Active_EUR, UKB_20002_1065_self_reported_hypertension"
ENSRNOG00000024452,TRNSCRPT,SPLEEN,8w_F-1_M-1,Carmil2,CARMIL2,ENSG00000159753,chr16,67644919,67657511,-0.307420937412242,-0.548380188325211,,-0.120983795578419,-0.169441332718139,,0,""
ENSRNOG00000024705,TRNSCRPT,SPLEEN,8w_F1_M1,Rarres2,RARRES2,ENSG00000106538,chr7,150338319,150341674,0.189892484271206,0.330642657461683,,0.192574026230618,0.266974881250044,,0,""
ENSRNOG00000024729,TRNSCRPT,SPLEEN,8w_F-1_M-1,Pax5,PAX5,ENSG00000196092,chr9,36833275,37034185,-0.250302164518616,-0.439625006304903,,-0.064560677746,-0.0884161711312587,,0,""
ENSRNOG00000025069,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ly9,LY9,ENSG00000122224,chr1,160796074,160828261,-0.245104968360984,-0.418031687317099,,-0.0663970110646695,-0.0908608460982447,,0,""
ENSRNOG00000025244,TRNSCRPT,SPLEEN,8w_F-1_M-1,Trrap,TRRAP,ENSG00000196367,chr7,98877933,99013164,-0.104777312780654,-0.188944790028516,,-0.0403269389358036,-0.0569139567813586,,0,""
ENSRNOG00000025302,TRNSCRPT,SPLEEN,8w_F1_M1,Cdca2,CDCA2,ENSG00000184661,chr8,25458997,25507920,0.245123365278232,0.422942968239559,,0.361920457497197,0.497983128593569,,4,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, GIANT_HEIGHT, UKB_50_Standing_height"
ENSRNOG00000025448,TRNSCRPT,SPLEEN,8w_F-1_M-1,Limd2,LIMD2,ENSG00000136490,chr17,63696304,63700685,-0.200995980426437,-0.361916096294337,,-0.0595622185069719,-0.0838101329728337,,9,"Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_White_blood_cell_count, GIANT_2015_BMI_EUR, GIANT_2017_BMI_Active_EUR, GIANT_HEIGHT, GIANT_WHR_Combined_EUR, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000025460,TRNSCRPT,SPLEEN,8w_F-1_M-1,Tmem71,TMEM71,ENSG00000165071,chr8,132685007,132760630,-0.354714230864834,-0.614553405454827,,-0.212266623309354,-0.292892706771811,,2,"Astle_et_al_2016_Red_blood_cell_count, UKB_3526_Mothers_age_at_death"
ENSRNOG00000025619,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ap1g2,AP1G2,ENSG00000213983,chr14,23561962,23567688,-0.219605281139078,-0.395171366700265,,-0.0544450371556288,-0.0767021136622796,,0,""
ENSRNOG00000025925,TRNSCRPT,SPLEEN,8w_F-1_M-1,Txk,TXK,ENSG00000074966,chr4,48066393,48134256,-0.298045524734895,-0.491023538822107,,-0.123339817245667,-0.164832211833825,,1,IMMUNOBASE_Multiple_sclerosis_hg19
ENSRNOG00000026110,TRNSCRPT,SPLEEN,8w_F-1_M-1,Scml4,SCML4,ENSG00000146285,chr6,107704104,107824317,-0.504273304254571,-0.860026164158725,,-0.143203664585459,-0.195804181164673,,3,"SSGAC_Education_Years_Pooled, UKB_20002_1466_self_reported_gout, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000026235,TRNSCRPT,SPLEEN,8w_F1_M1,Hk3,HK3,ENSG00000160883,chr5,176880896,176899332,0.778798905350935,1.28223969339896,,0.368948228721904,0.498390521994437,,0,""
ENSRNOG00000026435,TRNSCRPT,SPLEEN,8w_F-1_M-1,Arid3a,ARID3A,ENSG00000116017,chr19,925781,975934,-0.184833726582982,-0.329980778622267,,-0.122662313097016,-0.171583522555823,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, UKB_50_Standing_height"
ENSRNOG00000026502,TRNSCRPT,SPLEEN,8w_F1_M1,Dscc1,DSCC1,ENSG00000136982,chr8,119833976,119856010,0.155315968260271,0.272499098320325,,0.57463478070447,0.791289106945315,,0,""
ENSRNOG00000027057,TRNSCRPT,SPLEEN,8w_F-1_M-1,Gga3,GGA3,ENSG00000125447,chr17,75236599,75261673,-0.19557330105287,-0.352354269358561,,-0.0751471966991243,-0.106053666405236,,0,""
ENSRNOG00000027152,TRNSCRPT,SPLEEN,8w_F-1_M-1,N4bp2,N4BP2,ENSG00000078177,chr4,40056826,40158252,-0.187137888088708,-0.333085698742025,,-0.0804205529026175,-0.112515932672876,,2,"UKB_20022_Birth_weight, UKB_50_Standing_height"
ENSRNOG00000027864,TRNSCRPT,SPLEEN,8w_F1_M1,Ppia,PPIA,ENSG00000196262,chr7,44796680,44824564,0.0999769042659474,0.180441966098013,,0.126947435831668,0.17930417819626,,1,BCAC_Overall_BreastCancer_EUR
ENSRNOG00000027880,TRNSCRPT,SPLEEN,8w_F-1_M-1,Nbeal2,NBEAL2,ENSG00000160796,chr3,46979683,47009703,-0.184342885866609,-0.328839467323706,,-0.0868851314746526,-0.121672676015842,,10,"ADIPOGen_Adiponectin, Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, UKB_21001_Body_mass_index_BMI"
ENSRNOG00000027906,TRNSCRPT,SPLEEN,8w_F-1_M-1,Ankrd11,ANKRD11,ENSG00000167522,chr16,89267627,89490561,-0.0839825646059881,-0.151349299732305,,-0.0718999539756189,-0.10149128738967,,0,""
ENSRNOG00000028090,TRNSCRPT,SPLEEN,8w_F-1_M-1,Arhgef18,ARHGEF18,ENSG00000104880,chr19,7395113,7472477,-0.331639539599926,-0.591093444315066,,-0.115914292846471,-0.162754164863397,,0,""
ENSRNOG00000028566,TRNSCRPT,SPLEEN,8w_F1_M1,Pld4,PLD4,ENSG00000166428,chr14,104924816,104937252,0.216578212159708,0.349130440763176,,0.0524283467570663,0.0669754273814731,,0,""
ENSRNOG00000028659,TRNSCRPT,SPLEEN,8w_F-1_M-1,Szt2,SZT2,ENSG00000198198,chr1,43389882,43454247,-0.179888955511662,-0.324863634802501,,-0.0730862464610311,-0.103274776653029,,0,""
ENSRNOG00000028668,TRNSCRPT,SPLEEN,8w_F1_M1,Slc28a2,SLC28A2,ENSG00000137860,chr15,45252230,45277845,0.222855022131551,0.380529731288988,,0.0888645755281415,0.121513382188341,,3,"CKDGen_Chronic_Kidney_Disease, UKB_23099_Body_fat_percentage, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000029055,TRNSCRPT,SPLEEN,8w_F1_M1,Ttk,TTK,ENSG00000112742,chr6,80003887,80042527,0.588286903515178,1.02675922302494,,0.476373945917764,0.65977064183685,,0,""
ENSRNOG00000029212,TRNSCRPT,SPLEEN,8w_F1_M1,Vcan,VCAN,ENSG00000038427,chr5,83471465,83582303,0.626594519667552,0.895348617397617,,0.258093125685182,0.306913966183559,,0,""
