assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000061282	ENSRNOG00000061282	307636	Rpl26-ps3	RPL26	ENSG00000161970
transcript-rna-seq	ENSRNOG00000061283	ENSRNOG00000061283			U6	ENSG00000283414
transcript-rna-seq	ENSRNOG00000061284	ENSRNOG00000061284				
transcript-rna-seq	ENSRNOG00000061285	ENSRNOG00000061285				
transcript-rna-seq	ENSRNOG00000061286	ENSRNOG00000061286				
transcript-rna-seq	ENSRNOG00000061287	ENSRNOG00000061287				
transcript-rna-seq	ENSRNOG00000061288	ENSRNOG00000061288			RNU6-927P	ENSG00000252008
transcript-rna-seq	ENSRNOG00000061288	ENSRNOG00000061288			RNU6-1262P	ENSG00000252026
transcript-rna-seq	ENSRNOG00000061290	ENSRNOG00000061290			TRAV18	ENSG00000211798
transcript-rna-seq	ENSRNOG00000061291	ENSRNOG00000061291				
transcript-rna-seq	ENSRNOG00000061292	ENSRNOG00000061292				
transcript-rna-seq	ENSRNOG00000061293	ENSRNOG00000061293				
transcript-rna-seq	ENSRNOG00000061294	ENSRNOG00000061294	100909833	LOC100909833		
transcript-rna-seq	ENSRNOG00000061295	ENSRNOG00000061295				
transcript-rna-seq	ENSRNOG00000061296	ENSRNOG00000061296				
transcript-rna-seq	ENSRNOG00000061297	ENSRNOG00000061297				
transcript-rna-seq	ENSRNOG00000061298	ENSRNOG00000061298	102555239	LOC102555239		
transcript-rna-seq	ENSRNOG00000061298	ENSRNOG00000061298	102555328	LOC102555328		
transcript-rna-seq	ENSRNOG00000061298	ENSRNOG00000061298	103690214	LOC103690214		
transcript-rna-seq	ENSRNOG00000061298	ENSRNOG00000061298	103690420	LOC103690420		
transcript-rna-seq	ENSRNOG00000061299	ENSRNOG00000061299	100134871	LOC100134871		
transcript-rna-seq	ENSRNOG00000061300	ENSRNOG00000061300				
transcript-rna-seq	ENSRNOG00000061301	ENSRNOG00000061301				
transcript-rna-seq	ENSRNOG00000061302	ENSRNOG00000061302			RNU105C	ENSG00000199212
transcript-rna-seq	ENSRNOG00000061303	ENSRNOG00000061303				
transcript-rna-seq	ENSRNOG00000061304	ENSRNOG00000061304	29599	Atp2b3	ATP2B3	ENSG00000067842
transcript-rna-seq	ENSRNOG00000061305	ENSRNOG00000061305				
transcript-rna-seq	ENSRNOG00000061306	ENSRNOG00000061306				
transcript-rna-seq	ENSRNOG00000061307	ENSRNOG00000061307				
transcript-rna-seq	ENSRNOG00000061308	ENSRNOG00000061308			AC020910.1	ENSG00000252230
transcript-rna-seq	ENSRNOG00000061309	ENSRNOG00000061309			RN7SKP105	ENSG00000253001
transcript-rna-seq	ENSRNOG00000061310	ENSRNOG00000061310				
transcript-rna-seq	ENSRNOG00000061311	ENSRNOG00000061311				
transcript-rna-seq	ENSRNOG00000061312	ENSRNOG00000061312	292404	Phf10	PHF10	ENSG00000130024
transcript-rna-seq	ENSRNOG00000061313	ENSRNOG00000061313				
transcript-rna-seq	ENSRNOG00000061314	ENSRNOG00000061314			RNU7-95P	ENSG00000239007
transcript-rna-seq	ENSRNOG00000061315	ENSRNOG00000061315				
transcript-rna-seq	ENSRNOG00000061316	ENSRNOG00000061316	102547056	Ulbp1	RAET1E	ENSG00000164520
transcript-rna-seq	ENSRNOG00000061316	ENSRNOG00000061316	102547056	Ulbp1	AL355312.5	ENSG00000285991
transcript-rna-seq	ENSRNOG00000061317	ENSRNOG00000061317				
transcript-rna-seq	ENSRNOG00000061318	ENSRNOG00000061318				
transcript-rna-seq	ENSRNOG00000061319	ENSRNOG00000061319				
transcript-rna-seq	ENSRNOG00000061320	ENSRNOG00000061320	103692829	LOC103692829		
transcript-rna-seq	ENSRNOG00000061321	ENSRNOG00000061321				
transcript-rna-seq	ENSRNOG00000061322	ENSRNOG00000061322				
transcript-rna-seq	ENSRNOG00000061323	ENSRNOG00000061323				
transcript-rna-seq	ENSRNOG00000061324	ENSRNOG00000061324				
transcript-rna-seq	ENSRNOG00000061325	ENSRNOG00000061325				
transcript-rna-seq	ENSRNOG00000061326	ENSRNOG00000061326				
transcript-rna-seq	ENSRNOG00000061327	ENSRNOG00000061327	102548889	LOC102548889		
transcript-rna-seq	ENSRNOG00000061328	ENSRNOG00000061328	64019	Pag1	PAG1	ENSG00000076641
transcript-rna-seq	ENSRNOG00000061329	ENSRNOG00000061329			RNU6-439P	ENSG00000206915
transcript-rna-seq	ENSRNOG00000061329	ENSRNOG00000061329			RNU6-582P	ENSG00000199859
transcript-rna-seq	ENSRNOG00000061329	ENSRNOG00000061329			RNU6-589P	ENSG00000252294
transcript-rna-seq	ENSRNOG00000061330	ENSRNOG00000061330				
transcript-rna-seq	ENSRNOG00000061331	ENSRNOG00000061331	100910041	LOC100910041	OR8G1	ENSG00000197849
transcript-rna-seq	ENSRNOG00000061331	ENSRNOG00000061331	100910041	LOC100910041	OR8G5	ENSG00000255298
transcript-rna-seq	ENSRNOG00000061332	ENSRNOG00000061332				
transcript-rna-seq	ENSRNOG00000061333	ENSRNOG00000061333			RNU6-1008P	ENSG00000206887
transcript-rna-seq	ENSRNOG00000061333	ENSRNOG00000061333			RNU6-1300P	ENSG00000212348
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD113-1	ENSG00000202191
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD113-5	ENSG00000272474
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-10	ENSG00000200279
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-20	ENSG00000202048
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-23	ENSG00000200406
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-25	ENSG00000200612
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-26	ENSG00000200413
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-28	ENSG00000200480
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-29	ENSG00000201689
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			SNORD114-30	ENSG00000201318
transcript-rna-seq	ENSRNOG00000061334	ENSRNOG00000061334			AL132709.6	ENSG00000222185
transcript-rna-seq	ENSRNOG00000061335	ENSRNOG00000061335	108351520	LOC108351520		
transcript-rna-seq	ENSRNOG00000061336	ENSRNOG00000061336			RNU1-64P	ENSG00000202313
transcript-rna-seq	ENSRNOG00000061337	ENSRNOG00000061337	363089	Mindy2	MINDY2	ENSG00000128923
transcript-rna-seq	ENSRNOG00000061338	ENSRNOG00000061338				
transcript-rna-seq	ENSRNOG00000061339	ENSRNOG00000061339				
transcript-rna-seq	ENSRNOG00000061340	ENSRNOG00000061340				
transcript-rna-seq	ENSRNOG00000061341	ENSRNOG00000061341	108350528	LOC108350528		
transcript-rna-seq	ENSRNOG00000061342	ENSRNOG00000061342				
transcript-rna-seq	ENSRNOG00000061343	ENSRNOG00000061343				
transcript-rna-seq	ENSRNOG00000061344	ENSRNOG00000061344			AL132709.1	ENSG00000200150
transcript-rna-seq	ENSRNOG00000061344	ENSRNOG00000061344			AL132709.2	ENSG00000201036
transcript-rna-seq	ENSRNOG00000061345	ENSRNOG00000061345	690414	LOC690414		
transcript-rna-seq	ENSRNOG00000061346	ENSRNOG00000061346	689765	B3glct	B3GLCT	ENSG00000187676
transcript-rna-seq	ENSRNOG00000061347	ENSRNOG00000061347				
transcript-rna-seq	ENSRNOG00000061348	ENSRNOG00000061348	309060	Fam53b	FAM53B	ENSG00000189319
transcript-rna-seq	ENSRNOG00000061349	ENSRNOG00000061349				
transcript-rna-seq	ENSRNOG00000061350	ENSRNOG00000061350	293605	Olr307		
transcript-rna-seq	ENSRNOG00000061350	ENSRNOG00000061350	103690271	LOC103690271		
transcript-rna-seq	ENSRNOG00000061351	ENSRNOG00000061351			RNU6-88P	ENSG00000272507
transcript-rna-seq	ENSRNOG00000061351	ENSRNOG00000061351			RNU6-1153P	ENSG00000252569
transcript-rna-seq	ENSRNOG00000061351	ENSRNOG00000061351			RNU6-388P	ENSG00000252821
transcript-rna-seq	ENSRNOG00000061351	ENSRNOG00000061351			RNU6-389P	ENSG00000252857
transcript-rna-seq	ENSRNOG00000061352	ENSRNOG00000061352				
transcript-rna-seq	ENSRNOG00000061353	ENSRNOG00000061353			RN7SKP132	ENSG00000251810
transcript-rna-seq	ENSRNOG00000061353	ENSRNOG00000061353			RN7SKP68	ENSG00000222987
transcript-rna-seq	ENSRNOG00000061354	ENSRNOG00000061354				
transcript-rna-seq	ENSRNOG00000061355	ENSRNOG00000061355				
transcript-rna-seq	ENSRNOG00000061356	ENSRNOG00000061356			RNU6-1333P	ENSG00000251971
transcript-rna-seq	ENSRNOG00000061357	ENSRNOG00000061357				
transcript-rna-seq	ENSRNOG00000061358	ENSRNOG00000061358				
transcript-rna-seq	ENSRNOG00000061359	ENSRNOG00000061359	685197	Psme1-ps1	PSME1	ENSG00000092010
transcript-rna-seq	ENSRNOG00000061360	ENSRNOG00000061360				
transcript-rna-seq	ENSRNOG00000061361	ENSRNOG00000061361			SNORD46	ENSG00000200913
transcript-rna-seq	ENSRNOG00000061362	ENSRNOG00000061362				
transcript-rna-seq	ENSRNOG00000061363	ENSRNOG00000061363				
transcript-rna-seq	ENSRNOG00000061364	ENSRNOG00000061364				
transcript-rna-seq	ENSRNOG00000061365	ENSRNOG00000061365				
transcript-rna-seq	ENSRNOG00000061366	ENSRNOG00000061366				
transcript-rna-seq	ENSRNOG00000061367	ENSRNOG00000061367	24941	Atp7a	ATP7A	ENSG00000165240
transcript-rna-seq	ENSRNOG00000061368	ENSRNOG00000061368				
transcript-rna-seq	ENSRNOG00000061369	ENSRNOG00000061369				
transcript-rna-seq	ENSRNOG00000061371	ENSRNOG00000061371			ELOC	ENSG00000154582
transcript-rna-seq	ENSRNOG00000061372	ENSRNOG00000061372				
transcript-rna-seq	ENSRNOG00000061373	ENSRNOG00000061373	312478	Loxl3	LOXL3	ENSG00000115318
transcript-rna-seq	ENSRNOG00000061374	ENSRNOG00000061374				
transcript-rna-seq	ENSRNOG00000061375	ENSRNOG00000061375				
transcript-rna-seq	ENSRNOG00000061376	ENSRNOG00000061376	680210	Psca	PSCA	ENSG00000167653
transcript-rna-seq	ENSRNOG00000061377	ENSRNOG00000061377				
transcript-rna-seq	ENSRNOG00000061378	ENSRNOG00000061378				
transcript-rna-seq	ENSRNOG00000061379	ENSRNOG00000061379	117517	C7	C7	ENSG00000112936
transcript-rna-seq	ENSRNOG00000061380	ENSRNOG00000061380				
transcript-rna-seq	ENSRNOG00000061381	ENSRNOG00000061381	405009	Olr101		
transcript-rna-seq	ENSRNOG00000061382	ENSRNOG00000061382			RNU6-442P	ENSG00000206695
transcript-rna-seq	ENSRNOG00000061383	ENSRNOG00000061383				
transcript-rna-seq	ENSRNOG00000061384	ENSRNOG00000061384				
transcript-rna-seq	ENSRNOG00000061385	ENSRNOG00000061385			RNU6-1299P	ENSG00000252125
transcript-rna-seq	ENSRNOG00000061385	ENSRNOG00000061385			RNU6-1198P	ENSG00000252713
transcript-rna-seq	ENSRNOG00000061386	ENSRNOG00000061386				
transcript-rna-seq	ENSRNOG00000061387	ENSRNOG00000061387				
transcript-rna-seq	ENSRNOG00000061388	ENSRNOG00000061388				
transcript-rna-seq	ENSRNOG00000061389	ENSRNOG00000061389				
transcript-rna-seq	ENSRNOG00000061390	ENSRNOG00000061390	365778	LOC365778	FUNDC2	ENSG00000165775
transcript-rna-seq	ENSRNOG00000061391	ENSRNOG00000061391				
transcript-rna-seq	ENSRNOG00000061392	ENSRNOG00000061392				
transcript-rna-seq	ENSRNOG00000061393	ENSRNOG00000061393			SNORA13	ENSG00000238363
transcript-rna-seq	ENSRNOG00000061394	ENSRNOG00000061394	450223	Clec4e	CLEC4E	ENSG00000166523
transcript-rna-seq	ENSRNOG00000061395	ENSRNOG00000061395				
transcript-rna-seq	ENSRNOG00000061396	ENSRNOG00000061396				
transcript-rna-seq	ENSRNOG00000061397	ENSRNOG00000061397				
transcript-rna-seq	ENSRNOG00000061398	ENSRNOG00000061398			RNU1-42P	ENSG00000200903
transcript-rna-seq	ENSRNOG00000061399	ENSRNOG00000061399				
transcript-rna-seq	ENSRNOG00000061400	ENSRNOG00000061400				
transcript-rna-seq	ENSRNOG00000061401	ENSRNOG00000061401			GLRX	ENSG00000173221
transcript-rna-seq	ENSRNOG00000061402	ENSRNOG00000061402				
transcript-rna-seq	ENSRNOG00000061403	ENSRNOG00000061403				
transcript-rna-seq	ENSRNOG00000061404	ENSRNOG00000061404				
transcript-rna-seq	ENSRNOG00000061405	ENSRNOG00000061405				
transcript-rna-seq	ENSRNOG00000061406	ENSRNOG00000061406				
transcript-rna-seq	ENSRNOG00000061407	ENSRNOG00000061407				
transcript-rna-seq	ENSRNOG00000061408	ENSRNOG00000061408				
transcript-rna-seq	ENSRNOG00000061409	ENSRNOG00000061409				
transcript-rna-seq	ENSRNOG00000061410	ENSRNOG00000061410				
transcript-rna-seq	ENSRNOG00000061411	ENSRNOG00000061411			RNU1-146P	ENSG00000200885
transcript-rna-seq	ENSRNOG00000061412	ENSRNOG00000061412				
transcript-rna-seq	ENSRNOG00000061413	ENSRNOG00000061413				
transcript-rna-seq	ENSRNOG00000061414	ENSRNOG00000061414	170570	Acot12	ACOT12	ENSG00000172497
transcript-rna-seq	ENSRNOG00000061415	ENSRNOG00000061415	690450	Taf1b	TAF1B	ENSG00000115750
transcript-rna-seq	ENSRNOG00000061416	ENSRNOG00000061416				
transcript-rna-seq	ENSRNOG00000061417	ENSRNOG00000061417				
transcript-rna-seq	ENSRNOG00000061418	ENSRNOG00000061418			RNU6-673P	ENSG00000201954
transcript-rna-seq	ENSRNOG00000061419	ENSRNOG00000061419				
transcript-rna-seq	ENSRNOG00000061420	ENSRNOG00000061420				
transcript-rna-seq	ENSRNOG00000061421	ENSRNOG00000061421			RNU4-84P	ENSG00000201070
transcript-rna-seq	ENSRNOG00000061422	ENSRNOG00000061422				
transcript-rna-seq	ENSRNOG00000061423	ENSRNOG00000061423				
transcript-rna-seq	ENSRNOG00000061424	ENSRNOG00000061424	303604	Map3k3	MAP3K3	ENSG00000198909
transcript-rna-seq	ENSRNOG00000061425	ENSRNOG00000061425	681219	Cox14	COX14	ENSG00000178449
transcript-rna-seq	ENSRNOG00000061426	ENSRNOG00000061426				
transcript-rna-seq	ENSRNOG00000061427	ENSRNOG00000061427			AL132709.1	ENSG00000200150
transcript-rna-seq	ENSRNOG00000061427	ENSRNOG00000061427			AL132709.2	ENSG00000201036
transcript-rna-seq	ENSRNOG00000061428	ENSRNOG00000061428	102554647	Pasd1		
transcript-rna-seq	ENSRNOG00000061429	ENSRNOG00000061429	171123	Rph3al	RPH3AL	ENSG00000181031
transcript-rna-seq	ENSRNOG00000061430	ENSRNOG00000061430				
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1-6	ENSG00000239855
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1-9	ENSG00000241755
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1-12	ENSG00000243290
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1-17	ENSG00000240382
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1-39	ENSG00000242371
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1D-39	ENSG00000251546
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1D-17	ENSG00000242766
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1D-13	ENSG00000276566
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1D-12	ENSG00000278857
transcript-rna-seq	ENSRNOG00000061431	ENSRNOG00000061431			IGKV1D-43	ENSG00000242580
transcript-rna-seq	ENSRNOG00000061432	ENSRNOG00000061432				
transcript-rna-seq	ENSRNOG00000061433	ENSRNOG00000061433			SNORD113-3	ENSG00000201700
transcript-rna-seq	ENSRNOG00000061434	ENSRNOG00000061434				
transcript-rna-seq	ENSRNOG00000061435	ENSRNOG00000061435			RN7SKP61	ENSG00000222574
transcript-rna-seq	ENSRNOG00000061436	ENSRNOG00000061436				
transcript-rna-seq	ENSRNOG00000061437	ENSRNOG00000061437			RNU6-1155P	ENSG00000200424
transcript-rna-seq	ENSRNOG00000061438	ENSRNOG00000061438	100360491	LOC100360491	RPL13	ENSG00000167526
transcript-rna-seq	ENSRNOG00000061439	ENSRNOG00000061439			U4	ENSG00000278374
transcript-rna-seq	ENSRNOG00000061440	ENSRNOG00000061440			SNORA74C-1	ENSG00000265733
transcript-rna-seq	ENSRNOG00000061440	ENSRNOG00000061440			SNORA74C-2	ENSG00000288603
transcript-rna-seq	ENSRNOG00000061441	ENSRNOG00000061441			RPL28	ENSG00000108107
transcript-rna-seq	ENSRNOG00000061442	ENSRNOG00000061442			SP100	ENSG00000067066
transcript-rna-seq	ENSRNOG00000061443	ENSRNOG00000061443	689439	LOC689439		
transcript-rna-seq	ENSRNOG00000061444	ENSRNOG00000061444	294175	Olr1714		
transcript-rna-seq	ENSRNOG00000061445	ENSRNOG00000061445			AC124303.1	ENSG00000212428
transcript-rna-seq	ENSRNOG00000061445	ENSRNOG00000061445			SNORD115-47	ENSG00000212528
transcript-rna-seq	ENSRNOG00000061446	ENSRNOG00000061446				
transcript-rna-seq	ENSRNOG00000061447	ENSRNOG00000061447				
transcript-rna-seq	ENSRNOG00000061448	ENSRNOG00000061448	405277	Olr894	OR6C3	ENSG00000205329
transcript-rna-seq	ENSRNOG00000061449	ENSRNOG00000061449				
transcript-rna-seq	ENSRNOG00000061450	ENSRNOG00000061450	29547	Homer2	HOMER2	ENSG00000103942
transcript-rna-seq	ENSRNOG00000061451	ENSRNOG00000061451				
transcript-rna-seq	ENSRNOG00000061452	ENSRNOG00000061452				
transcript-rna-seq	ENSRNOG00000061453	ENSRNOG00000061453	404974	Olr1471		
transcript-rna-seq	ENSRNOG00000061454	ENSRNOG00000061454				
transcript-rna-seq	ENSRNOG00000061455	ENSRNOG00000061455	405931	Olr354		
transcript-rna-seq	ENSRNOG00000061456	ENSRNOG00000061456				
transcript-rna-seq	ENSRNOG00000061457	ENSRNOG00000061457			SPIN2B	ENSG00000186787
transcript-rna-seq	ENSRNOG00000061457	ENSRNOG00000061457			SPIN2A	ENSG00000147059
transcript-rna-seq	ENSRNOG00000061458	ENSRNOG00000061458				
transcript-rna-seq	ENSRNOG00000061459	ENSRNOG00000061459			OR8G1	ENSG00000197849
transcript-rna-seq	ENSRNOG00000061459	ENSRNOG00000061459			OR8G5	ENSG00000255298
transcript-rna-seq	ENSRNOG00000061460	ENSRNOG00000061460	103691692	LOC103691692		
transcript-rna-seq	ENSRNOG00000061461	ENSRNOG00000061461				
transcript-rna-seq	ENSRNOG00000061462	ENSRNOG00000061462				
transcript-rna-seq	ENSRNOG00000061463	ENSRNOG00000061463				
transcript-rna-seq	ENSRNOG00000061464	ENSRNOG00000061464			RNU6-433P	ENSG00000200086
transcript-rna-seq	ENSRNOG00000061465	ENSRNOG00000061465				
transcript-rna-seq	ENSRNOG00000061466	ENSRNOG00000061466				
transcript-rna-seq	ENSRNOG00000061467	ENSRNOG00000061467				
transcript-rna-seq	ENSRNOG00000061468	ENSRNOG00000061468				
transcript-rna-seq	ENSRNOG00000061469	ENSRNOG00000061469				
transcript-rna-seq	ENSRNOG00000061470	ENSRNOG00000061470				
transcript-rna-seq	ENSRNOG00000061471	ENSRNOG00000061471			SNORD48	ENSG00000201823
transcript-rna-seq	ENSRNOG00000061472	ENSRNOG00000061472				
transcript-rna-seq	ENSRNOG00000061473	ENSRNOG00000061473				
transcript-rna-seq	ENSRNOG00000061474	ENSRNOG00000061474	291414	Ctdp1	CTDP1	ENSG00000060069
transcript-rna-seq	ENSRNOG00000061475	ENSRNOG00000061475			SNORA32	ENSG00000206799
transcript-rna-seq	ENSRNOG00000061475	ENSRNOG00000061475			AC007375.1	ENSG00000201384
transcript-rna-seq	ENSRNOG00000061475	ENSRNOG00000061475			AP001610.1	ENSG00000207503
transcript-rna-seq	ENSRNOG00000061475	ENSRNOG00000061475			AC021733.1	ENSG00000206776
transcript-rna-seq	ENSRNOG00000061476	ENSRNOG00000061476	300625	Olr1325	OR8G3P	ENSG00000255425
transcript-rna-seq	ENSRNOG00000061476	ENSRNOG00000061476	300625	Olr1325	OR8G2P	ENSG00000181214
transcript-rna-seq	ENSRNOG00000061477	ENSRNOG00000061477			SNORA77	ENSG00000221643
transcript-rna-seq	ENSRNOG00000061477	ENSRNOG00000061477			SNORA77B	ENSG00000264346
transcript-rna-seq	ENSRNOG00000061478	ENSRNOG00000061478				
transcript-rna-seq	ENSRNOG00000061479	ENSRNOG00000061479	102555038	LOC102555038		
transcript-rna-seq	ENSRNOG00000061480	ENSRNOG00000061480	404959	Olr1083		
transcript-rna-seq	ENSRNOG00000061481	ENSRNOG00000061481				
transcript-rna-seq	ENSRNOG00000061482	ENSRNOG00000061482				
transcript-rna-seq	ENSRNOG00000061483	ENSRNOG00000061483				
transcript-rna-seq	ENSRNOG00000061484	ENSRNOG00000061484	287899	Adamts2	ADAMTS2	ENSG00000087116
transcript-rna-seq	ENSRNOG00000061485	ENSRNOG00000061485				
transcript-rna-seq	ENSRNOG00000061486	ENSRNOG00000061486			AC007684.1	ENSG00000252473
transcript-rna-seq	ENSRNOG00000061487	ENSRNOG00000061487				
transcript-rna-seq	ENSRNOG00000061488	ENSRNOG00000061488				
transcript-rna-seq	ENSRNOG00000061489	ENSRNOG00000061489			TMEM223	ENSG00000168569
transcript-rna-seq	ENSRNOG00000061490	ENSRNOG00000061490				
transcript-rna-seq	ENSRNOG00000061491	ENSRNOG00000061491				
transcript-rna-seq	ENSRNOG00000061492	ENSRNOG00000061492				
transcript-rna-seq	ENSRNOG00000061493	ENSRNOG00000061493				
transcript-rna-seq	ENSRNOG00000061494	ENSRNOG00000061494			RNU6-741P	ENSG00000206616
transcript-rna-seq	ENSRNOG00000061494	ENSRNOG00000061494			RNU6-1190P	ENSG00000222743
transcript-rna-seq	ENSRNOG00000061494	ENSRNOG00000061494			RNU6-526P	ENSG00000201815
transcript-rna-seq	ENSRNOG00000061494	ENSRNOG00000061494			RNU6-974P	ENSG00000206826
transcript-rna-seq	ENSRNOG00000061495	ENSRNOG00000061495				
transcript-rna-seq	ENSRNOG00000061496	ENSRNOG00000061496				
transcript-rna-seq	ENSRNOG00000061497	ENSRNOG00000061497			RNU6-20P	ENSG00000206833
transcript-rna-seq	ENSRNOG00000061498	ENSRNOG00000061498				
transcript-rna-seq	ENSRNOG00000061499	ENSRNOG00000061499	25520	Prkag1	KMT2D	ENSG00000167548
transcript-rna-seq	ENSRNOG00000061499	ENSRNOG00000061499	100362634	Kmt2d	KMT2D	ENSG00000167548
transcript-rna-seq	ENSRNOG00000061500	ENSRNOG00000061500				
transcript-rna-seq	ENSRNOG00000061501	ENSRNOG00000061501			RNU1-123P	ENSG00000239194
transcript-rna-seq	ENSRNOG00000061501	ENSRNOG00000061501			RNU1-62P	ENSG00000199469
transcript-rna-seq	ENSRNOG00000061502	ENSRNOG00000061502				
transcript-rna-seq	ENSRNOG00000061503	ENSRNOG00000061503			RN7SKP197	ENSG00000252886
transcript-rna-seq	ENSRNOG00000061504	ENSRNOG00000061504				
transcript-rna-seq	ENSRNOG00000061505	ENSRNOG00000061505			RNU6-1157P	ENSG00000207185
transcript-rna-seq	ENSRNOG00000061505	ENSRNOG00000061505			RNU6-257P	ENSG00000222170
transcript-rna-seq	ENSRNOG00000061506	ENSRNOG00000061506	287511	Olr1512	OR3A1	ENSG00000180090
transcript-rna-seq	ENSRNOG00000061507	ENSRNOG00000061507				
transcript-rna-seq	ENSRNOG00000061508	ENSRNOG00000061508	363466	Reps2	REPS2	ENSG00000169891
transcript-rna-seq	ENSRNOG00000061509	ENSRNOG00000061509			Z69713.1	ENSG00000281295
transcript-rna-seq	ENSRNOG00000061510	ENSRNOG00000061510	502128	Pom121l2	POM121L2	ENSG00000158553
transcript-rna-seq	ENSRNOG00000061511	ENSRNOG00000061511	102552182	LOC102552182	CTAG1A	ENSG00000268651
transcript-rna-seq	ENSRNOG00000061511	ENSRNOG00000061511	102552182	LOC102552182	CTAG1B	ENSG00000184033
transcript-rna-seq	ENSRNOG00000061511	ENSRNOG00000061511	102552182	LOC102552182	CTAG2	ENSG00000126890
transcript-rna-seq	ENSRNOG00000061512	ENSRNOG00000061512				
transcript-rna-seq	ENSRNOG00000061513	ENSRNOG00000061513				
transcript-rna-seq	ENSRNOG00000061514	ENSRNOG00000061514				
transcript-rna-seq	ENSRNOG00000061515	ENSRNOG00000061515	288042	Fbxo45	FBXO45	ENSG00000174013
transcript-rna-seq	ENSRNOG00000061516	ENSRNOG00000061516				
transcript-rna-seq	ENSRNOG00000061517	ENSRNOG00000061517				
transcript-rna-seq	ENSRNOG00000061518	ENSRNOG00000061518				
transcript-rna-seq	ENSRNOG00000061519	ENSRNOG00000061519	362719	Asap2	ASAP2	ENSG00000151693
transcript-rna-seq	ENSRNOG00000061520	ENSRNOG00000061520				
transcript-rna-seq	ENSRNOG00000061521	ENSRNOG00000061521				
transcript-rna-seq	ENSRNOG00000061522	ENSRNOG00000061522	293316	Olr170	OR52N1	ENSG00000181001
transcript-rna-seq	ENSRNOG00000061523	ENSRNOG00000061523				
transcript-rna-seq	ENSRNOG00000061524	ENSRNOG00000061524	103693239	Arl4c		
transcript-rna-seq	ENSRNOG00000061525	ENSRNOG00000061525	499297	RGD1562011	MRGPRG	ENSG00000182170
transcript-rna-seq	ENSRNOG00000061526	ENSRNOG00000061526	292684	Rsph6a	RSPH6A	ENSG00000104941
transcript-rna-seq	ENSRNOG00000061527	ENSRNOG00000061527	24385	Gck	GCK	ENSG00000106633
transcript-rna-seq	ENSRNOG00000061528	ENSRNOG00000061528				
transcript-rna-seq	ENSRNOG00000061529	ENSRNOG00000061529			RNU6-946P	ENSG00000206605
transcript-rna-seq	ENSRNOG00000061530	ENSRNOG00000061530	60464	Fgf16	FGF16	ENSG00000196468
transcript-rna-seq	ENSRNOG00000061531	ENSRNOG00000061531	103692131	Hoxa11	HOXA11	ENSG00000005073
transcript-rna-seq	ENSRNOG00000061532	ENSRNOG00000061532				
transcript-rna-seq	ENSRNOG00000061533	ENSRNOG00000061533			ZNF34	ENSG00000196378
transcript-rna-seq	ENSRNOG00000061534	ENSRNOG00000061534				
transcript-rna-seq	ENSRNOG00000061535	ENSRNOG00000061535			RN7SKP61	ENSG00000222574
transcript-rna-seq	ENSRNOG00000061536	ENSRNOG00000061536				
transcript-rna-seq	ENSRNOG00000061537	ENSRNOG00000061537				
transcript-rna-seq	ENSRNOG00000061538	ENSRNOG00000061538				
transcript-rna-seq	ENSRNOG00000061539	ENSRNOG00000061539	102550577	LOC102550577		
transcript-rna-seq	ENSRNOG00000061540	ENSRNOG00000061540	100909715	LOC100909715	C18orf25	ENSG00000152242
transcript-rna-seq	ENSRNOG00000061541	ENSRNOG00000061541				
transcript-rna-seq	ENSRNOG00000061542	ENSRNOG00000061542				
transcript-rna-seq	ENSRNOG00000061543	ENSRNOG00000061543	140670	Ap2b1	AP2B1	ENSG00000006125
transcript-rna-seq	ENSRNOG00000061544	ENSRNOG00000061544	361840	Spock2	SPOCK2	ENSG00000107742
transcript-rna-seq	ENSRNOG00000061545	ENSRNOG00000061545	102554127	LOC102554127		
transcript-rna-seq	ENSRNOG00000061546	ENSRNOG00000061546				
