RAT_SYMBOL	NAME	RAT_GENE_RGD_ID	RAT_NCBI_GENE_ID	RAT_ENSEMBL_ID	RAT_UNIPROT_ID	RAT_OLD_SYMBOL	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_ENSEMBL_ID	HUMAN_ORTHOLOG_SOURCE
Pcdh20	protocadherin 20	1306297	306081	ENSRNOG00000013306	D4ADD1	LOC306081	PCDH20	1314837	64881	ENSG00000280165.1	HGNC
St8sia1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	3679	25280	ENSRNOG00000014018	G3V7T2	Siat8;Siat8a	ST8SIA1	1603707	6489	ENSG00000111728.11	HGNC
Papolg	poly(A) polymerase gamma	1310337	305586	ENSRNOG00000006261	D3ZAN6	LOC305586	PAPOLG	1321183	64895	ENSG00000115421.13	HGNC
RGD1311899	similar to RIKEN cDNA 2210016L21 gene	1311899	288704	ENSRNOG00000001185	Q5I034	Custos;LOC288704;MGC105760	C12orf43	1603965	64897	ENSG00000157895.11	HGNC
Bmp1	bone morphogenetic protein 1	620739	83470	ENSRNOG00000010890	F1M798	NA	BMP1	1605441	649	ENSG00000168487.20	HGNC
Pmel	premelanosome protein	1307513	362818	ENSRNOG00000023085	D3ZED8	LOC362818;Si;Silv	PMEL	1316751	6490	ENSG00000185664.15	HGNC
Lpin3	lipin 3	1588534	362261	ENSRNOG00000016636	Q5EBA5	LOC362261;MGC109016	LPIN3	1342644	64900	ENSG00000132793.12	HGNC
Ranbp17	RAN binding protein 17	1562576	303029	ENSRNOG00000005042	A0A0G2KAF6;D3ZYN8	LOC303029;RGD1562576	RANBP17	1345238	64901	ENSG00000204764.14	HGNC
Agxt2	alanine-glyoxylate aminotransferase 2	621767	83784	ENSRNOG00000017821	Q64565	AGT 2;AGT2;D-AIBAT	AGXT2	1352542	64902	ENSG00000113492.14	HGNC
Stil	STIL, centriolar assembly protein	1304972	313506	ENSRNOG00000057760	A0A0G2KB96	LOC313506;Sil	STIL	1312720	6491	ENSG00000123473.17	HGNC
Bcl11b	BAF chromatin remodeling complex subunit BCL11B	1311128	314423	ENSRNOG00000005776	D4A0W4;H9N1L3;H9N1L4	Ctip2;LOC314423	BCL11B	1322422	64919	ENSG00000127152.18	HGNC
Sim1	SIM bHLH transcription factor 1	1309949	309888	ENSRNOG00000037600	D3ZMU8	LOC309888;MGC189161	SIM1	1320567	6492	ENSG00000112246.10	HGNC
Casd1	CAS1 domain containing 1	1596912	678772	ENSRNOG00000047453	M0R6Q0	LOC678772	CASD1	1603612	64921	ENSG00000127995.17	HGNC
Lrrc19	leucine rich repeat containing 19	1591722	680478	ENSRNOG00000022225	D4A6K7	LOC680478	LRRC19	1350270	64922	ENSG00000184434.8	HGNC
Slc30a5	solute carrier family 30 member 5	1306931	294698	ENSRNOG00000018746	D3ZY54	LOC294698	SLC30A5	1315825	64924	ENSG00000145740.20	HGNC
Ccdc71	coiled-coil domain containing 71	1566341	498678	ENSRNOG00000048718	Q4V7C4	MGC116171	CCDC71	1601742	64925	ENSG00000177352.10	HGNC
Rasal3	RAS protein activator like 3	1309019	314596	ENSRNOG00000006167	D3ZWW3	LOC314596;RGD1309019	RASAL3	2302537	64926	ENSG00000105122.13	HGNC
Ttc23	tetratricopeptide repeat domain 23	1310409	308708	ENSRNOG00000013877	A0A096MIZ7;A0A0G2K6R3;F1LMW2;M0R9N4;Q4V7F0	LOC308708;MGC116076;RGD1310409	TTC23	1601741	64927	ENSG00000103852.13	HGNC
Mrpl14	mitochondrial ribosomal protein L14	1306240	301250	ENSRNOG00000019734	Q7M0E7	L14mt;L32mt;LOC301250;MRP-L14;MRP-L32	MRPL14	1314744	64928	ENSG00000180992.7	HGNC
Sim2	SIM bHLH transcription factor 2	1308016	304071	ENSRNOG00000054203	D4AA36	LOC304071	SIM2	1317540	6493	ENSG00000159263.16	HGNC
Sipa1	signal-induced proliferation-associated 1	1303184	361710	ENSRNOG00000020726	E9PSX8;Q6I7S1	Spa1	SIPA1	1346963	6494	ENSG00000213445.10	HGNC
Nt5dc2	5'-nucleotidase domain containing 2	1305524	290558	ENSRNOG00000018358	Q6Q0N3	LOC290558;MGC95062;RGD1305524	NT5DC2	1601740	64943	ENSG00000168268.11	HGNC
Mptx1	mucosal pentraxin 1	1590926	289243	ENSRNOG00000046165	Q6TA48	Mptx	MPTX1	7244110	649458	NA	HGNC
Cenph	centromere protein H	1583506	681185	ENSRNOG00000018615	F1M389	LOC681185	CENPH	1312617	64946	ENSG00000153044.10	HGNC
Mrps26	mitochondrial ribosomal protein S26	1308733	362216	ENSRNOG00000021224	Q9EPJ3	5'OT-EST;LOC362216;MRP-S26;S26mt	MRPS26	1318680	64949	ENSG00000125901.6	HGNC
Six1	SIX homeobox 1	620906	114634	ENSRNOG00000022777	G3V970	NA	SIX1	731648	6495	ENSG00000126778.12	HGNC
Mrps24	mitochondrial ribosomal protein S24	1306014	498406	ENSRNOG00000011979	A0A0G2K9G3;A9UMV2	DD6A4-3;LOC305493	MRPS24	1314387	64951	ENSG00000062582.14	HGNC
Six3	SIX homeobox 3	620909	78974	ENSRNOG00000057031	A0A0G2JWI0;A0A0G2K2C0;Q9ET75	NA	SIX3	733474	6496	ENSG00000138083.5	HGNC
Mrps15	mitochondrial ribosomal protein S15	1359675	298517	ENSRNOG00000008279	Q5XI37	MGC95073;MRP-S15;S15mt	MRPS15	1347502	64960	ENSG00000116898.12	HGNC
Mrps11	mitochondrial ribosomal protein S11	1559901	499185	ENSRNOG00000018531	D4A040	LOC499185;RGD1559901	MRPS11	1350817	64963	ENSG00000181991.16	HGNC
Mrps9	mitochondrial ribosomal protein S9	1306558	301371	ENSRNOG00000016201	B0BN68;Q5I0K4	NA	MRPS9	1315244	64965	ENSG00000135972.9	HGNC
Mrps6	mitochondrial ribosomal protein S6	2322928	100360017	ENSRNOG00000059381	F1M6D0	LOC100360017;LOC288253	MRPS6	1312391	64968	ENSG00000243927.6	HGNC
Mrps5	mitochondrial ribosomal protein S5	1308318	296134	ENSRNOG00000015192	D3ZYT2	LOC296134	MRPS5	1318020	64969	ENSG00000144029.12	HGNC
Ski	SKI proto-oncogene	1565591	313757	ENSRNOG00000055340	A0A0G2K628	LOC313757;RGD1565591;c-ski	SKI	1342955	6497	ENSG00000157933.10	HGNC
Mrpl41	mitochondrial ribosomal protein L41	1310241	296551	ENSRNOG00000029875	Q5BJX1	L41mt;LOC296551;MGC109209;MRP-L41	MRPL41	1321029	64975	ENSG00000182154.8	RGD
Mrpl41	mitochondrial ribosomal protein L41	1310241	296551	ENSRNOG00000063489	Q5BJX1	L41mt;LOC296551;MGC109209;MRP-L41	MRPL41	1321029	64975	ENSG00000182154.8	RGD
Mrpl40	mitochondrial ribosomal protein L40	1565444	287962	ENSRNOG00000049686	P83565	L40mt;MRP-L40	MRPL40	1343765	64976	ENSG00000185608.9	HGNC
Mrpl38	mitochondrial ribosomal protein L38	1311180	303685	ENSRNOG00000008256	Q5PQN9	L38mt;LOC303685;MGC94655;MRP-L38	MRPL38	1322502	64978	ENSG00000204316.13	HGNC
Mrpl36	mitochondrial ribosomal protein L36	1306375	364656	ENSRNOG00000023407	B2RZ39	L36mt;LOC100910528;LOC364656;MRP-L36	MRPL36	1314956	64979	ENSG00000171421.13	HGNC
Mrpl36	mitochondrial ribosomal protein L36	1306375	364656	ENSRNOG00000047971	B2RZ39	L36mt;LOC100910528;LOC364656;MRP-L36	MRPL36	1314956	64979	ENSG00000171421.13	HGNC
Skil	SKI-like proto-oncogene	621399	114208	ENSRNOG00000009899	D3ZWL1	Skir;Sno	SKIL	1314830	6498	ENSG00000136603.14	HGNC
Mrpl34	mitochondrial ribosomal protein L34	1359397	290632	ENSRNOG00000017552	Q5XFV6	MGC105750	MRPL34	1345591	64981	ENSG00000130312.7	HGNC
Mrpl32	mitochondrial ribosomal protein L32	1310541	291206	ENSRNOG00000015989	D4AEG6	LOC291206	MRPL32	1321503	64983	ENSG00000106591.4	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000204351.12	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000206353.11	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000232616.9	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000228896.9	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000223493.9	HGNC
Skiv2l	Ski2 like RNA helicase	1303059	294260	ENSRNOG00000000421	A0A0G2QC02;Q6MG76	NA	SKIV2L	1351044	6499	ENSG00000225737.9	HGNC
Bmp2	bone morphogenetic protein 2	2211	29373	ENSRNOG00000021276	G3V8W4;P49001	BMP-2;BMP-2A	BMP2	733110	650	ENSG00000125845.7	HGNC
Bmp2	bone morphogenetic protein 2	2211	29373	ENSRNOG00000071010	G3V8W4;P49001	BMP-2;BMP-2A	BMP2	733110	650	ENSG00000125845.7	HGNC
Skp1	S-phase kinase-associated protein 1	1359648	287280	ENSRNOG00000005828	A0A0G2K4X8;Q6PEC4	Skp1a;p19A;p19skp1	SKP1	1347276	6500	ENSG00000113558.19	HGNC
mrpl11	mitochondrial ribosomal protein L11	1359665	293666	ENSRNOG00000019970	A0A0G2JYU2;Q5XIE3	L11mt;MGC94654;MRP-L11	MRPL11	1347202	65003	ENSG00000174547.13	HGNC
mrpl9	mitochondrial ribosomal protein L9	1359171	310653	ENSRNOG00000020869	Q641X9	L9mt;MGC95263;MRP-L9	MRPL9	1350314	65005	ENSG00000143436.11	HGNC
Mrpl1	mitochondrial ribosomal protein L1	1306850	289491	ENSRNOG00000002070	A0A0G2JUV4;A0A0G2JWU3;B5DER4;D3ZFE9;F1M9A4	LOC100359687;LOC289491	MRPL1	1315701	65008	ENSG00000169288.18	RGD
Mrpl1	mitochondrial ribosomal protein L1	1306850	289491	ENSRNOG00000045785	A0A0G2JUV4;A0A0G2JWU3;B5DER4;D3ZFE9;F1M9A4	LOC100359687;LOC289491	MRPL1	1315701	65008	ENSG00000169288.18	RGD
Ndrg4	NDRG family member 4	621593	64457	ENSRNOG00000012482	D3Z831;D3ZUT8;G3V7P8;Q9Z2L9	AF045564;Bdm1;Ndr4;smap8	NDRG4	1353588	65009	ENSG00000103034.15	HGNC
Slc26a6	solute carrier family 26 member 6	1310197	301010	ENSRNOG00000020450	D3Z9I5	LOC301010	SLC26A6	1320955	65010	ENSG00000225697.13	HGNC
Slc26a10	solute carrier family 26, member 10	1564851	366909	ENSRNOG00000029465	A0A0G2JXK0;D3ZXL0	LOC366909;RGD1564851	SLC26A10	1345527	65012	NA	HGNC
Pink1	PTEN induced kinase 1	1305769	298575	ENSRNOG00000015385	B5DFG1;D3Z9M9	LOC298575;MGC189438	PINK1	1314001	65018	ENSG00000158828.8	HGNC
Skp2	S-phase kinase associated protein 2	1562456	294790	ENSRNOG00000059059	B2GUZ0	LOC294790;RGD1562456	SKP2	1607086	6502	ENSG00000145604.17	HGNC
Sla	src-like adaptor	631373	338477	ENSRNOG00000056714	A0A0G2K3G1;A0A0G2KAQ1;A0A1W2Q6I5;A0A1W2Q6L4;P59622	SLAP-1;Slap1	SLA	1351693	6503	ENSG00000155926.14	HGNC
Slamf1	signaling lymphocytic activation molecule family member 1	1560634	498286	ENSRNOG00000059073	D3ZAD7	LOC498286;RGD1560634	SLAMF1	1344109	6504	ENSG00000117090.16	HGNC
Slc1a1	solute carrier family 1 member 1	3696	25550	ENSRNOG00000014816	P51907	Eaac1;Eaat3;REAAC1	SLC1A1	732972	6505	ENSG00000106688.12	HGNC
Reep1	receptor accessory protein 1	1305230	362384	ENSRNOG00000008481	D4A193	LOC362384;RGD1305230	REEP1	1313134	65055	ENSG00000068615.20	HGNC
Gpbp1	GC-rich promoter binding protein 1	1305492	294734	ENSRNOG00000013002	B1WBV9;H9BFG8	LOC294734;RGD1305492	GPBP1	1607008	65056	ENSG00000062194.16	HGNC
Acd	ACD, shelterin complex subunit and telomerase recruitment factor	1565053	307798	ENSRNOG00000038973	Q4FZR5	LOC307798;MGC116400	ACD	1351362	65057	ENSG00000102977.17	HGNC
Raph1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	1308387	363239	ENSRNOG00000014722	D4ADX8	LOC363239	RAPH1	1318125	65059	ENSG00000173166.18	HGNC
Slc1a2	solute carrier family 1 member 2	3697	29482	ENSRNOG00000005479	G3V6R0;P31596;Q6DUJ4;Q6DUJ5;Q8K5B5;Q8R4I5	Eaat2;GLT-1;Glt;GluT;GluT-R	SLC1A2	732300	6506	ENSG00000110436.13	HGNC
Cdk15	cyclin-dependent kinase 15	1306205	301440	ENSRNOG00000022899	M0R7D0	Fzd7;LOC301440	CDK15	1314644	65061	ENSG00000138395.17	RGD
Tmem237	transmembrane protein 237	1306705	316412	ENSRNOG00000024085	A0A0G2K7G5;D3ZAP8	Als2cr4;LOC316412	TMEM237	1315474	65062	ENSG00000155755.20	HGNC
Nbeal1	neurobeachin-like 1	1594799	689253	ENSRNOG00000021525	F1M6V0	Als2cr16;LOC689240;LOC689253;Nbeal1-ps1	NBEAL1	1349211	65065	ENSG00000144426.19	RGD
Slc1a3	solute carrier family 1 member 3	3698	29483	ENSRNOG00000016163	A0A0G2JSU1;A0A0G2K611;A0A0G2KAS7;G3V846;P24942	EAAT1;GLAST;GluT-1	SLC1A3	732126	6507	ENSG00000079215.15	HGNC
Rtn4r	reticulon 4 receptor	620810	113912	ENSRNOG00000030920	Q99M75	NgR;NgR1	RTN4R	1607007	65078	ENSG00000040608.14	HGNC
Slc4a3	solute carrier family 4 member 3	3712	24781	ENSRNOG00000020138	G3V8P8;P23348	AE 3;Ae3;Aep3;B3RP-3	SLC4A3	733142	6508	ENSG00000114923.17	HGNC
Mrpl44	mitochondrial ribosomal protein L44	1309556	301552	ENSRNOG00000015231	Q4G067	LOC301552;MGC112705	MRPL44	1319960	65080	ENSG00000135900.4	HGNC
Vps33a	VPS33A core subunit of CORVET and HOPS complexes	620643	65081	ENSRNOG00000056889	A0A0G2K5N1;A0A0G2KAN2;Q3KRF0;Q63615	r-Vps33a	VPS33A	731826	65082	ENSG00000139719.11	HGNC
Nol6	nucleolar protein 6	1308033	313167	ENSRNOG00000010409	A0A096MKG2;A0A0G2QC27;B0BNB6	LOC313167	NOL6	1317567	65083	ENSG00000165271.17	HGNC
Tmem135	transmembrane protein 135	1309948	293098	ENSRNOG00000016815	Q5U4F4	LOC293098;PMP52;RGD1309948	TMEM135	1603382	65084	ENSG00000166575.17	HGNC
Slc1a4	solute carrier family 1 member 4	735146	305540	ENSRNOG00000005248	Q76GL9	ASCT1	SLC1A4	1345199	6509	ENSG00000115902.11	HGNC
Jmjd4	jumonji domain containing 4	1307186	287359	ENSRNOG00000022438	D4A029	LOC287359;RGD1307186	JMJD4	1607006	65094	ENSG00000081692.13	HGNC
Kri1	KRI1 homolog	1588903	687183	ENSRNOG00000057447	A0A0G2JXS2;A0A0G2K4X2;A0A0G2K868	LOC687183	KRI1	1607005	65095	ENSG00000129347.21	HGNC
Bmp3	bone morphogenetic protein 3	2212	25667	ENSRNOG00000002381	G3V903;P49002	BMP-3;PBMP3	BMP3	735356	651	ENSG00000152785.8	HGNC
Slc1a5	solute carrier family 1 member 5	708512	292657	ENSRNOG00000015948	D3ZJ25;Q9Z1J7	Asct2;H4-ASCT2;Slc1a7	SLC1A5	1347799	6510	ENSG00000105281.12	HGNC
Marcksl1	MARCKS-like 1	621197	81520	ENSRNOG00000009113	Q9EPH2	F52;LOC100911122;LOC102550530;MGC93399;Mlp	MARCKSL1	1352052	65108	ENSG00000175130.7	HGNC
Upf3b	UPF3B, regulator of nonsense mediated mRNA decay	1560264	313449	ENSRNOG00000039994	A0A0U1RRP3;D3ZBE8	LOC313449;RGD1560264	UPF3B	1346078	65109	ENSG00000125351.13	HGNC
Slc1a6	solute carrier family 1 member 6	620340	84012	ENSRNOG00000007509	F1LR26;O35921;Q7TSX6	EAAT4;MGC114297	SLC1A6	732902	6511	ENSG00000105143.13	HGNC
Upf3a	UPF3A, regulator of nonsense mediated mRNA decay	1308778	361176	ENSRNOG00000017397	Q5I0C8	LOC361176	UPF3A	1318748	65110	ENSG00000169062.15	HGNC
Rsrc2	arginine and serine rich coiled-coil 2	1564882	360807	ENSRNOG00000001238	A0A0G2JZB4;Q5PQR4	NA	RSRC2	1606784	65117	ENSG00000111011.18	HGNC
Slc1a7	solute carrier family 1 member 7	1311928	366432	ENSRNOG00000011644	D3ZT83;F2YRM5;F2YRM6;F2YRM7;F2YRM9	EAAT5;LOC366432	SLC1A7	1323639	6512	ENSG00000162383.13	HGNC
Ints3	integrator complex subunit 3	1304593	361988	ENSRNOG00000015153	D3ZUT9	LOC361988;RGD1304593	INTS3	1603299	65123	ENSG00000143624.14	HGNC
Ints3	integrator complex subunit 3	1304593	361988	ENSRNOG00000015153	D3ZUT9	LOC361988;RGD1304593	INTS3	1603299	65123	ENSG00000262826.5	HGNC
Sowahc	sosondowah ankyrin repeat domain family member C	1595666	503306	ENSRNOG00000048831	M0R7U6	Ankrd57;LOC503306	SOWAHC	1349983	65124	ENSG00000198142.5	HGNC
Wnk1	WNK lysine deficient protein kinase 1	621141	116477	ENSRNOG00000009956	A0A0G2K3A0;Q9JIH7	Hsn2;Prkwnk1	WNK1	1343905	65125	ENSG00000060237.19	HGNC
Slc2a1	solute carrier family 2 member 1	3704	24778	ENSRNOG00000007284	A0A0G2K2S2;P11167	GLUT-1;GLUTB;GTG1;Glut1;Gtg3;RATGTG1	SLC2A1	737272	6513	ENSG00000117394.24	HGNC
Slc2a2	solute carrier family 2 member 2	3705	25351	ENSRNOG00000011875	A0A0G2K1J9;P12336;Q68FZ1	GLUT-2;GTT2;Glut2	SLC2A2	730861	6514	ENSG00000163581.14	HGNC
Slc2a3	solute carrier family 2 member 3	3706	25551	ENSRNOG00000008376	A0A0G2JSJ3;A0A0G2JVB0;A0A0G2JX37;Q07647;Q6P506	GLUT-3;GLUT3;LOC100909595	SLC2A3	737055	6515	ENSG00000059804.16	HGNC
Slc2a3	solute carrier family 2 member 3	3706	25551	ENSRNOG00000049298	A0A0G2JSJ3;A0A0G2JVB0;A0A0G2JX37;Q07647;Q6P506	GLUT-3;GLUT3;LOC100909595	SLC2A3	737055	6515	ENSG00000059804.16	HGNC
Slc2a4	solute carrier family 2 member 4	2711	25139	ENSRNOG00000017226	P19357	GLUT-4;Glut4;MGC93607	SLC2A4	731478	6517	ENSG00000181856.15	HGNC
Slc2a4	solute carrier family 2 member 4	2711	25139	ENSRNOG00000017226	P19357	GLUT-4;Glut4;MGC93607	SLC2A4	731478	6517	ENSG00000288174.1	HGNC
Ankrd33b	ankyrin repeat domain 33B	1564227	310200	ENSRNOG00000010888	A0A0G2JZI6;D3ZTU7	LOC310200;RGD1564227	ANKRD33B	2307384	651746	ENSG00000164236.12	HGNC
Slc2a5	solute carrier family 2 member 5	68328	65197	ENSRNOG00000017693	A0A0G2JT43;B1WBQ4;P43427	GLUT-5	SLC2A5	68456	6518	ENSG00000142583.18	HGNC
Slc3a1	solute carrier family 3 member 1	3709	29484	ENSRNOG00000007006	Q64319	D2;NAA-TR;NBAT	SLC3A1	1345624	6519	ENSG00000138079.14	HGNC
Bmp4	bone morphogenetic protein 4	2213	25296	ENSRNOG00000009694	Q06826;Q6AYU9;Q811S3	BMP-2B;BMP-4;BOMPR4A	BMP4	730832	652	ENSG00000125378.16	HGNC
Slc3a2	solute carrier family 3 member 2	3073	50567	ENSRNOG00000018487	A0A0H2UHQ0;Q794F9	4F2hc;Mdu1	SLC3A2	735716	6520	ENSG00000168003.18	HGNC
Slc4a1	solute carrier family 4 member 1 (Diego blood group)	3710	24779	ENSRNOG00000020951	F8WFT7;P23562;Q5U329	AE 1;MGC93554	SLC4A1	737027	6521	ENSG00000004939.16	HGNC
Pcdh15	protocadherin related 15	1590969	690865	ENSRNOG00000000606	F1LXN4	LOC690865;NEWGENE_1590969	PCDH15	1353280	65217	ENSG00000150275.20	HGNC
Slc4a2	solute carrier family 4 member 2	3711	24780	ENSRNOG00000014347	P23347	AE 2;Ae2;Aep2;B3RP-2	SLC4A2	733302	6522	ENSG00000164889.15	HGNC
Nadk	NAD kinase	1642420	100125370	ENSRNOG00000016936	F7EXV6;Q5FVF8	MGC109551	NADK	1606514	65220	ENSG00000008130.15	HGNC
Slc5a1	solute carrier family 5 member 1	3713	25552	ENSRNOG00000017775	P53790	MGC93553;SGLT1;SGLT1a	SLC5A1	732146	6523	ENSG00000100170.10	HGNC
Slc5a2	solute carrier family 5 member 2	620217	64522	ENSRNOG00000020039	F1LMI6;P53792;Q8R520;Q8R521;Q8R522	Sglt2	SLC5A2	731434	6524	ENSG00000140675.13	HGNC
Spats2	spermatogenesis associated, serine-rich 2	1304780	300221	ENSRNOG00000052307	F1LX68	LOC300221	SPATS2	1312420	65244	ENSG00000123352.18	HGNC
Zswim4	zinc finger, SWIM-type containing 4	1308020	304655	ENSRNOG00000007582	D3ZNW6	LOC304655	ZSWIM4	1345804	65249	ENSG00000132003.10	HGNC
Zswim4	zinc finger, SWIM-type containing 4	1308020	304655	ENSRNOG00000007582	D3ZNW6	LOC304655	ZSWIM4	1345804	65249	ENSG00000288360.1	HGNC
Smtn	smoothelin	1310216	289734	ENSRNOG00000019451	A0A0G2K6Q4;D4ABA5;Q63ZV4	LOC103690128;LOC289734	SMTN	1320987	6525	ENSG00000183963.19	HGNC
Smtn	smoothelin	1310216	289734	ENSRNOG00000054319	A0A0G2K6Q4;D4ABA5;Q63ZV4	LOC103690128;LOC289734	SMTN	1320987	6525	ENSG00000183963.19	HGNC
Cplane1	ciliogenesis and planar polarity effector 1	1310081	310137	ENSRNOG00000042118	D3ZK35	LOC294784;LOC679830;LOC679859;RGD1310081	CPLANE1	1606513	65250	ENSG00000197603.16	HGNC
Mppe1	metallophosphoesterase 1	1309184	361344	ENSRNOG00000018648	B1WC86	LOC361344	MPPE1	1319383	65258	ENSG00000154889.17	HGNC
Slc5a3	solute carrier family 5 member 3	621530	114507	ENSRNOG00000067988	Q80WA5	Smit	SLC5A3	734339	6526	ENSG00000198743.7	HGNC
Coa7	cytochrome c oxidase assembly factor 7	1305274	298377	ENSRNOG00000010636	D4AC65	LOC298377;RGD1305274;Selrc1	COA7	1606511	65260	ENSG00000162377.6	HGNC
Pycr3	pyrroline-5-carboxylate reductase 3	1309115	300035	ENSRNOG00000054724	Q5PQJ6	LOC300035;P5CR 3;Pycrl	PYCR3	1319273	65263	ENSG00000104524.14	HGNC
Pycr3	pyrroline-5-carboxylate reductase 3	1309115	300035	ENSRNOG00000054724	Q5PQJ6	LOC300035;P5CR 3;Pycrl	PYCR3	1319273	65263	ENSG00000276657.2	HGNC
Ube2z	ubiquitin-conjugating enzyme E2Z	1308347	303478	ENSRNOG00000006868	Q3B7D1	LOC303478;MGC124852;RGD1308347;use1	UBE2Z	1606510	65264	ENSG00000159202.18	HGNC
LOC681282	hypothetical protein LOC681282	1597990	681282	ENSRNOG00000034107	D3ZDG0	NA	C8orf33	1606509	65265	ENSG00000182307.14	HGNC
Wnk4	WNK lysine deficient protein kinase 4	631401	287715	ENSRNOG00000020441	A0A096MKH1;A0A0G2K231;Q7TPK6	Ac2-059;Prkwnk4	WNK4	1353270	65266	ENSG00000126562.17	HGNC
Wnk3	WNK lysine deficient protein kinase 3	1563131	317420	ENSRNOG00000002537	A0A0G2K2Y2;A0A1W2Q671;A0A1W2Q6C5;D4A7Z8	LOC317420;RGD1563131	WNK3	1346670	65267	ENSG00000196632.11	HGNC
Wnk2	WNK lysine deficient protein kinase 2	1307284	306811	ENSRNOG00000016684	A0A0G2KAS8;D3ZMJ7	LOC306811;RGD1307284	WNK2	1349205	65268	ENSG00000165238.17	HGNC
Slc5a4	solute carrier family 5 member 4	1306923	294341	ENSRNOG00000049734	D3ZIS0	LOC103690052;LOC294341;Slc5a4a	SLC5A4	1315814	6527	ENSG00000100191.6	HGNC
Slc5a5	solute carrier family 5 member 5	69267	114613	ENSRNOG00000018822	A0A0E3KKA7;F1LR66;Q63008	Nis	SLC5A5	731751	6528	ENSG00000105641.4	HGNC
Slc6a1	solute carrier family 6 member 1	620533	79212	ENSRNOG00000006527	P23978	GAT-1;Gabt1;Gat1	SLC6A1	731475	6529	ENSG00000157103.12	HGNC
Castor1	cytosolic arginine sensor for mTORC1 subunit 1	1304774	360969	ENSRNOG00000006740	Q5BJZ0	Gatsl3;LOC360969;MGC109140;RGD1304774	CASTOR1	2306475	652968	ENSG00000239282.8	HGNC
Skor2	SKI family transcriptional corepressor 2	1598071	681200	ENSRNOG00000018006	D3ZAH4	LOC681200;Skor2-ps1	SKOR2	3160638	652991	ENSG00000215474.8	RGD
Bmp5	bone morphogenetic protein 5	1305979	315824	ENSRNOG00000010917	D4A7P9	LOC315824	BMP5	1314330	653	ENSG00000112175.8	HGNC
Slc6a2	solute carrier family 6 member 2	621822	83511	ENSRNOG00000016311	A0A0G2KAA8;F1LNR9;F1LQW0;Q9WTR4	Net	SLC6A2	731947	6530	ENSG00000103546.19	HGNC
Slc6a3	solute carrier family 6 member 3	3715	24898	ENSRNOG00000017302	P23977	DAT;Dat1	SLC6A3	733809	6531	ENSG00000142319.18	HGNC
Slc6a3	solute carrier family 6 member 3	3715	24898	ENSRNOG00000017302	P23977	DAT;Dat1	SLC6A3	733809	6531	ENSG00000276996.2	HGNC
Zbtb8a	zinc finger and BTB domain containing 8a	1308756	313049	ENSRNOG00000008300	B1WBU4	LOC313049;Zbtb8	ZBTB8A	1318711	653121	ENSG00000160062.15	HGNC
Fam228a	family with sequence similarity 228, member A	1359275	313936	ENSRNOG00000050114	Q5XIN5	LOC313936	FAM228A	2303337	653140	ENSG00000186453.13	HGNC
Anxa8	annexin A8	1307719	306283	ENSRNOG00000060949	Q4FZU6	LOC306283;MGC116246	ANXA8	1317074	653145	ENSG00000265190.7	RGD
Slc6a4	solute carrier family 6 member 4	3714	25553	ENSRNOG00000003476	P31652	5HTT;SERT	SLC6A4	732932	6532	ENSG00000108576.10	HGNC
Cfc1	cripto, FRL-1, cryptic family 1	1562188	501121	ENSRNOG00000042646	F1LV65	LOC501121;RGD1562188	CFC1B	2289769	653275	ENSG00000152093.8	HGNC
Slc6a6	solute carrier family 6 member 6	61912	29464	ENSRNOG00000009019	A0A0G2K227;P31643	NA	SLC6A6	69004	6533	ENSG00000131389.18	HGNC
MGC116202	LOC688736	1585272	688736	ENSRNOG00000015625	Q4V7A9	Kiaa0895l	KIAA0895L	2302259	653319	ENSG00000196123.13	HGNC
Ncf1	neutrophil cytosolic factor 1	61307	114553	ENSRNOG00000001480	A0A096MJP6;F1M707;Q811Y3;Q99M65	LOC100912379;Ncf-1;p47phox	NCF1	1348698	653361	ENSG00000158517.16	HGNC
Slc6a7	solute carrier family 6 member 7	620928	117100	ENSRNOG00000018644	A0A0G2JX52;A0A0G2K7A6;G3V8F1;P28573	LOC103690061;Prot	SLC6A7	734004	6534	ENSG00000011083.9	HGNC
