assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000057788	ENSRNOG00000057788	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057789	ENSRNOG00000057789	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057790	ENSRNOG00000057790	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057791	ENSRNOG00000057791	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057792	ENSRNOG00000057792	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057793	ENSRNOG00000057793	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057794	ENSRNOG00000057794	304135	Adamts5	ADAMTS5	NA	11096	Adamts5	23794	RGD
transcript-rna-seq	ENSRNOG00000057795	ENSRNOG00000057795	100909469	Dusp13	DUSP13	ENSG00000079393	51207	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057795	ENSRNOG00000057795	361002	Dusp13	DUSP13	ENSG00000079393	51207	Dusp13	27389	RGD
transcript-rna-seq	ENSRNOG00000057795	ENSRNOG00000057795	100909469	LOC100909469	DUSP13	ENSG00000079393	51207	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057795	ENSRNOG00000057795	361002	LOC100909469	DUSP13	ENSG00000079393	51207	Dusp13	27389	RGD
transcript-rna-seq	ENSRNOG00000057796	ENSRNOG00000057796	NA	NA	RNU7-95P	ENSG00000239007	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057797	ENSRNOG00000057797	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057798	ENSRNOG00000057798	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057799	ENSRNOG00000057799	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057800	ENSRNOG00000057800	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057801	ENSRNOG00000057801	NA	NA	RNU4-64P	ENSG00000222727	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057801	ENSRNOG00000057801	NA	NA	RNU4-63P	ENSG00000223245	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057801	ENSRNOG00000057801	NA	NA	RNU4-60P	ENSG00000253048	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057802	ENSRNOG00000057802	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057803	ENSRNOG00000057803	100909439	LOC100909439	ASB2	ENSG00000100628	51676	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057804	ENSRNOG00000057804	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057805	ENSRNOG00000057805	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057806	ENSRNOG00000057806	679906	Trpm7	TRPM7	NA	54822	Trpm7	58800	RGD
transcript-rna-seq	ENSRNOG00000057807	ENSRNOG00000057807	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057808	ENSRNOG00000057808	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057809	ENSRNOG00000057809	NA	NA	SNORD36A	ENSG00000199744	26815	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057809	ENSRNOG00000057809	NA	NA	AL162853.1	ENSG00000253094	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057810	ENSRNOG00000057810	315572	Olr1283	OR8G1	ENSG00000197849	26494	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057810	ENSRNOG00000057810	315572	Olr1283	OR8G5	ENSG00000255298	219865	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057811	ENSRNOG00000057811	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057812	ENSRNOG00000057812	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057813	ENSRNOG00000057813	NA	NA	IFT172	ENSG00000138002	26160	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057814	ENSRNOG00000057814	309262	Nsdhl	NSDHL	NA	50814	Nsdhl	18194	RGD
transcript-rna-seq	ENSRNOG00000057815	ENSRNOG00000057815	288106	Ccdc191	CCDC191	NA	57577	Ccdc191	212153	RGD
transcript-rna-seq	ENSRNOG00000057816	ENSRNOG00000057816	NA	NA	SNORA5A	ENSG00000206838	654319	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057817	ENSRNOG00000057817	59317	Epb41l1	EPB41L1	NA	2036	Epb41l1	13821	RGD
transcript-rna-seq	ENSRNOG00000057818	ENSRNOG00000057818	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057819	ENSRNOG00000057819	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057820	ENSRNOG00000057820	NA	NA	RNU6-989P	ENSG00000199626	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057821	ENSRNOG00000057821	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057822	ENSRNOG00000057822	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057823	ENSRNOG00000057823	50522	Ubc	UBC	NA	7316	Ubc	22190	RGD
transcript-rna-seq	ENSRNOG00000057824	ENSRNOG00000057824	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057825	ENSRNOG00000057825	NA	NA	RNU7-95P	ENSG00000239007	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057826	ENSRNOG00000057826	NA	NA	DIAPH2	ENSG00000147202	1730	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057827	ENSRNOG00000057827	361039	Lmln2	LMLN2	NA	100128908	Gm29776	101056084	RGD
transcript-rna-seq	ENSRNOG00000057828	ENSRNOG00000057828	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057829	ENSRNOG00000057829	NA	NA	SCARNA1	ENSG00000252947	677774	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057830	ENSRNOG00000057830	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057831	ENSRNOG00000057831	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057832	ENSRNOG00000057832	361296	Rnf125	RNF125	NA	54941	Rnf125	67664	RGD
transcript-rna-seq	ENSRNOG00000057833	ENSRNOG00000057833	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057834	ENSRNOG00000057834	NA	LOC102553018	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057835	ENSRNOG00000057835	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057836	ENSRNOG00000057836	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057837	ENSRNOG00000057837	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057838	ENSRNOG00000057838	NA	NA	RNU1-42P	ENSG00000200903	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057839	ENSRNOG00000057839	404817	Olr711	OR4A16	ENSG00000181961	81327	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057840	ENSRNOG00000057840	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057841	ENSRNOG00000057841	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057842	ENSRNOG00000057842	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057843	ENSRNOG00000057843	NA	LOC102550012	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057844	ENSRNOG00000057844	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057845	ENSRNOG00000057845	NA	NA	RNU6-561P	ENSG00000252031	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057846	ENSRNOG00000057846	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057847	ENSRNOG00000057847	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057848	ENSRNOG00000057848	140729	Cacng8	CACNG8	NA	59283	Cacng8	81905	RGD
transcript-rna-seq	ENSRNOG00000057849	ENSRNOG00000057849	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057850	ENSRNOG00000057850	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057851	ENSRNOG00000057851	NA	LOC680254	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057852	ENSRNOG00000057852	140727	Cacng6	CACNG6	NA	59285	Cacng6	54378	RGD
transcript-rna-seq	ENSRNOG00000057853	ENSRNOG00000057853	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057854	ENSRNOG00000057854	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057855	ENSRNOG00000057855	304929	F5	F5	NA	2153	F5	14067	RGD
transcript-rna-seq	ENSRNOG00000057856	ENSRNOG00000057856	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057857	ENSRNOG00000057857	NA	NA	TRAV23DV6	ENSG00000211803	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057858	ENSRNOG00000057858	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057859	ENSRNOG00000057859	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057860	ENSRNOG00000057860	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057861	ENSRNOG00000057861	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057862	ENSRNOG00000057862	361818	Rsph1	RSPH1	NA	89765	Rsph1	22092	RGD
transcript-rna-seq	ENSRNOG00000057863	ENSRNOG00000057863	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057864	ENSRNOG00000057864	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057865	ENSRNOG00000057865	364719	Prss16	PRSS16	NA	10279	Prss16	54373	RGD
transcript-rna-seq	ENSRNOG00000057866	ENSRNOG00000057866	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057867	ENSRNOG00000057867	363093	Mns1	MNS1	NA	55329	Mns1	17427	RGD
transcript-rna-seq	ENSRNOG00000057868	ENSRNOG00000057868	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057869	ENSRNOG00000057869	405031	Olr347	OR5B3	ENSG00000172769	441608	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057870	ENSRNOG00000057870	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057871	ENSRNOG00000057871	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057872	ENSRNOG00000057872	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057873	ENSRNOG00000057873	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057874	ENSRNOG00000057874	NA	LOC103690528	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057875	ENSRNOG00000057875	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057876	ENSRNOG00000057876	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057877	ENSRNOG00000057877	100910721	LOC100910721	RPL26	ENSG00000161970	6154	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057878	ENSRNOG00000057878	NA	NA	RN7SKP62	ENSG00000207269	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057879	ENSRNOG00000057879	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057880	ENSRNOG00000057880	24582	Myh11	MYH11	NA	4629	Myh11	17880	RGD
transcript-rna-seq	ENSRNOG00000057881	ENSRNOG00000057881	362828	Sppl2b	SPPL2B	NA	56928	Sppl2b	73218	RGD
transcript-rna-seq	ENSRNOG00000057882	ENSRNOG00000057882	NA	LOC108348426	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057883	ENSRNOG00000057883	NA	NA	SNORD36B	ENSG00000200831	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057884	ENSRNOG00000057884	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057885	ENSRNOG00000057885	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057886	ENSRNOG00000057886	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057887	ENSRNOG00000057887	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057888	ENSRNOG00000057888	NA	NA	RNU6-378P	ENSG00000207052	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057889	ENSRNOG00000057889	NA	Olr292	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057890	ENSRNOG00000057890	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057891	ENSRNOG00000057891	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057892	ENSRNOG00000057892	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057893	ENSRNOG00000057893	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057894	ENSRNOG00000057894	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057895	ENSRNOG00000057895	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057896	ENSRNOG00000057896	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057897	ENSRNOG00000057897	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	SNORA70	ENSG00000252014	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	SNORA70	ENSG00000252133	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	SNORA70	ENSG00000252199	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	CR769767.2	ENSG00000252724	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	SNORA70	ENSG00000276094	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057898	ENSRNOG00000057898	NA	NA	SNORA70	ENSG00000278010	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057899	ENSRNOG00000057899	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057900	ENSRNOG00000057900	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057901	ENSRNOG00000057901	315088	RGD1311188	ZNF707	NA	286075	Zfp707	69020	RGD
transcript-rna-seq	ENSRNOG00000057902	ENSRNOG00000057902	NA	NA	RNU2-37P	ENSG00000222627	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057902	ENSRNOG00000057902	NA	NA	RNU2-63P	ENSG00000222724	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057902	ENSRNOG00000057902	NA	NA	RNU2-14P	ENSG00000222985	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057903	ENSRNOG00000057903	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057904	ENSRNOG00000057904	NA	LOC102554608	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057905	ENSRNOG00000057905	NA	NA	AL512272.1	ENSG00000199321	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057905	ENSRNOG00000057905	NA	NA	SNORD60	ENSG00000206630	26788	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057905	ENSRNOG00000057905	NA	NA	AC244035.3	ENSG00000252692	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057906	ENSRNOG00000057906	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057907	ENSRNOG00000057907	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057908	ENSRNOG00000057908	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057909	ENSRNOG00000057909	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057910	ENSRNOG00000057910	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057911	ENSRNOG00000057911	NA	NA	AP001065.2	ENSG00000266692	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057912	ENSRNOG00000057912	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057913	ENSRNOG00000057913	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057914	ENSRNOG00000057914	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057915	ENSRNOG00000057915	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057916	ENSRNOG00000057916	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057917	ENSRNOG00000057917	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057918	ENSRNOG00000057918	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057919	ENSRNOG00000057919	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057920	ENSRNOG00000057920	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057921	ENSRNOG00000057921	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057922	ENSRNOG00000057922	NA	NA	RNU6-419P	ENSG00000252839	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057923	ENSRNOG00000057923	NA	NA	SNORA23	ENSG00000201998	677808	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057924	ENSRNOG00000057924	502758	Olr437	OR2A2	NA	442361	Olfr437	258293	RGD
transcript-rna-seq	ENSRNOG00000057925	ENSRNOG00000057925	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057926	ENSRNOG00000057926	691030	LOC691030	HMGB4	ENSG00000176256	127540	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057927	ENSRNOG00000057927	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057928	ENSRNOG00000057928	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057929	ENSRNOG00000057929	NA	Olr531	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057930	ENSRNOG00000057930	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057931	ENSRNOG00000057931	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057932	ENSRNOG00000057932	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057933	ENSRNOG00000057933	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057934	ENSRNOG00000057934	362751	Tmx1	TMX1	NA	81542	Tmx1	72736	RGD
transcript-rna-seq	ENSRNOG00000057935	ENSRNOG00000057935	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057936	ENSRNOG00000057936	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057937	ENSRNOG00000057937	NA	NA	RNU5E-9P	ENSG00000223096	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057938	ENSRNOG00000057938	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057939	ENSRNOG00000057939	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057940	ENSRNOG00000057940	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057941	ENSRNOG00000057941	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057942	ENSRNOG00000057942	NA	NA	ENO1	ENSG00000074800	2023	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057943	ENSRNOG00000057943	NA	NA	LARP4	ENSG00000161813	113251	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057944	ENSRNOG00000057944	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057945	ENSRNOG00000057945	691105	Fancg	FANCG	NA	2189	Fancg	60534	RGD
transcript-rna-seq	ENSRNOG00000057946	ENSRNOG00000057946	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057947	ENSRNOG00000057947	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057948	ENSRNOG00000057948	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057949	ENSRNOG00000057949	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057950	ENSRNOG00000057950	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057951	ENSRNOG00000057951	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057952	ENSRNOG00000057952	NA	NA	SNORD101	ENSG00000206754	594837	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057953	ENSRNOG00000057953	100361960	Cox7b2	COX7B2	NA	170712	Cox7b2	78174	RGD
transcript-rna-seq	ENSRNOG00000057954	ENSRNOG00000057954	NA	NA	RN7SKP1	ENSG00000202395	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057954	ENSRNOG00000057954	NA	NA	RN7SKP4	ENSG00000271818	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057955	ENSRNOG00000057955	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057956	ENSRNOG00000057956	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057957	ENSRNOG00000057957	298543	Crybg2	CRYBG2	NA	55057	Crybg2	230806	RGD
transcript-rna-seq	ENSRNOG00000057958	ENSRNOG00000057958	NA	NA	DNAJB6	ENSG00000105993	10049	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057959	ENSRNOG00000057959	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057960	ENSRNOG00000057960	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057961	ENSRNOG00000057961	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057962	ENSRNOG00000057962	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057963	ENSRNOG00000057963	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057964	ENSRNOG00000057964	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057965	ENSRNOG00000057965	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057966	ENSRNOG00000057966	100910404	Smim31	SMIM31	NA	100505989	Smim31	407795	RGD
transcript-rna-seq	ENSRNOG00000057967	ENSRNOG00000057967	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057968	ENSRNOG00000057968	500237	Cml2	NA	NA	NA	Nat8f2	93673	RGD
transcript-rna-seq	ENSRNOG00000057969	ENSRNOG00000057969	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057970	ENSRNOG00000057970	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057971	ENSRNOG00000057971	NA	NA	RNU5E-1	ENSG00000199347	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057972	ENSRNOG00000057972	103692172	NEWGENE_1562258	INO80B	ENSG00000115274	83444	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057972	ENSRNOG00000057972	103692172	NEWGENE_1562258	INO80B-WBP1	ENSG00000274049	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057973	ENSRNOG00000057973	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057974	ENSRNOG00000057974	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057975	ENSRNOG00000057975	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057976	ENSRNOG00000057976	NA	NA	RNU6-16P	ENSG00000207113	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057977	ENSRNOG00000057977	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057978	ENSRNOG00000057978	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057979	ENSRNOG00000057979	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057980	ENSRNOG00000057980	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057981	ENSRNOG00000057981	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057982	ENSRNOG00000057982	100526600	Mir3585	MIR513C	NA	100302114	NA	NA	RGD
transcript-rna-seq	ENSRNOG00000057983	ENSRNOG00000057983	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057984	ENSRNOG00000057984	NA	NA	RNU6-545P	ENSG00000199551	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057985	ENSRNOG00000057985	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057986	ENSRNOG00000057986	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057987	ENSRNOG00000057987	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057988	ENSRNOG00000057988	65152	Pfkm	PFKM	NA	5213	Pfkm	18642	RGD
transcript-rna-seq	ENSRNOG00000057989	ENSRNOG00000057989	81828	Zp2	ZP2	NA	7783	Zp2	22787	RGD
transcript-rna-seq	ENSRNOG00000057990	ENSRNOG00000057990	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057991	ENSRNOG00000057991	NA	NA	NA	NA	NA	NA	NA	NA
